Family,Genus,Species,DataID,SciName,Family_encode,Fam_Sample,Fam_Specie,Family_encodeYY
Pieridae,Delias,dorimene,1320906912_USNM_5163_0.jpg,Delias dorimene,69,3076,852,9
Lycaenidae,Euchrysops,osiris,1039161059_YPM_608_1.jpg,Euchrysops osiris,53,1492,708,6
Hesperiidae,Pyrrhopyge,araxes,2432368605_CSU_1573_0.jpg,Pyrrhopyge araxes,44,1449,589,3
Noctuidae,Xestia,sexstrigata,3003629377_TAM_2015_0.jpg,Xestia sexstrigata,62,3747,2218,2
Noctuidae,Crambodes,talidiformis,1585263248_MISSA_2992_0.jpg,Crambodes talidiformis,62,3747,2218,2
Sphingidae,Callambulyx,tatarinovii,formosana_V24-20160409-121_TESRI_0.jpg,Callambulyx tatarinovii,84,642,398,10
Notodontidae,Clostera,pigra,1825805471_NHMUK_156_0.jpg,Clostera pigra,64,739,528,15
Uraniidae,Dysaethria,flavistriga,A35-20140101-115_TESRI_0.jpg,Dysaethria flavistriga,92,70,27,13
Lycaenidae,Zizeeria,maha,okinawana_A35-20170425-244_TESRI_0.jpg,Zizeeria maha,53,1492,708,6
Geometridae,Holoterpna,diagrapharia,3003741918_TAM_579_0.jpg,Holoterpna diagrapharia,37,4794,3198,0
Pieridae,Euchloe,creusa,1039041123_YPM_3783_1.jpg,Euchloe creusa,69,3076,852,9
Erebidae,Thyrosticta,rothschildi,1913644953_MNHN_1564_1.jpg,Thyrosticta rothschildi,29,5090,2667,1
Lycaenidae,Shirozua,jonasi,1039132171_YPM_551_0.jpg,Shirozua jonasi,53,1492,708,6
Erebidae,Acidon,pseudohypena,A41-20180813-066_TESRI_0.jpg,Acidon pseudohypena,29,5090,2667,1
Geometridae,Stenalcidia,addendaria,1932762430_MSU_1406_0.jpg,Stenalcidia addendaria,37,4794,3198,0
Lycaenidae,Thecla,rana,1319419021_USNM_1800_0.jpg,Thecla rana,53,1492,708,6
Erebidae,Plusiodonta,malagasy,1587261110_MNHN_871_1.jpg,Plusiodonta malagasy,29,5090,2667,1
Lycaenidae,Ornipholidotos,overlaeti,1039109739_YPM_3047_1.jpg,Ornipholidotos overlaeti,53,1492,708,6
Lycaenidae,Panthiades,bathildis,1039044188_YPM_2836_1.jpg,Panthiades bathildis,53,1492,708,6
Nymphalidae,Greta,oto,1039108838_YPM_1435_1.jpg,Greta oto,65,4037,1666,4
Nymphalidae,Pierella,lena,1039055338_YPM_1356_0.jpg,Pierella lena,65,4037,1666,4
Nymphalidae,Fountainea,nessus,1317413412_USNM_470_0.jpg,Fountainea nessus,65,4037,1666,4
Noctuidae,Polygrammate,hebraeicum,1585264114_MISSA_2993_0.jpg,Polygrammate hebraeicum,62,3747,2218,2
Limacodidae,Avatara,basifusca,A35-20130417-118_TESRI_0.jpg,Avatara basifusca,52,150,73,39
Geometridae,Lambdina,fiscellaria,1932766883_MSU_864_0.jpg,Lambdina fiscellaria,37,4794,3198,0
Nymphalidae,Melanargia,halimede,1837857887_NHMUK_1526_0.jpg,Melanargia halimede,65,4037,1666,4
Erebidae,Orthozona,curvilineata,A47-20160425-007_TESRI_0.jpg,Orthozona curvilineata,29,5090,2667,1
Noctuidae,Papaipema,harrisii,2268760057_MISSA_477_0.jpg,Papaipema harrisii,62,3747,2218,2
Pieridae,Colotis,mananhari,1322730292_USNM_5337_0.jpg,Colotis mananhari,69,3076,852,9
Erebidae,Phoenicoprocta,hampsonii,2432257398_CSU_998_0.jpg,Phoenicoprocta hampsonii,29,5090,2667,1
Tortricidae,Olethreutes,valdanum,1838874907_MISSA_3751_0.jpg,Olethreutes valdanum,91,901,787,17
Noctuidae,Hyalobole,changae,A32-20120222-020_TESRI_0.jpg,Hyalobole changae,62,3747,2218,2
Nymphalidae,Charaxes,antamboulou,1320932829_USNM_2251_0.jpg,Charaxes antamboulou,65,4037,1666,4
Erebidae,Lyclene,lutara,1454484450_NHMUK_5163_0.jpg,Lyclene lutara,29,5090,2667,1
Noctuidae,Extrakunia,jocosa,1848889446_MISSA_2514_0.jpg,Extrakunia jocosa,62,3747,2218,2
Erebidae,Pseudaethria,cessogae,1319977169_USNM_8340_0.jpg,Pseudaethria cessogae,29,5090,2667,1
Hesperiidae,Hesperia,assiniboia,2467783726_CSU_1471_0.jpg,Hesperia assiniboia,44,1449,589,3
Lycaenidae,Anthene,butleri,1039103414_YPM_1685_0.jpg,Anthene butleri,53,1492,708,6
Nymphalidae,Euxanthe,tiberius,1322864241_USNM_3892_0.jpg,Euxanthe tiberius,65,4037,1666,4
Noctuidae,Callopistria,rivularis,A40-20140924-072_TESRI_0.jpg,Callopistria rivularis,62,3747,2218,2
Nymphalidae,Pyronia,tithonus,1291197772_NHMUK_1810_0.jpg,Pyronia tithonus,65,4037,1666,4
Erebidae,Macrobrochis,gigas,A43-20150408-014_TESRI_0.jpg,Macrobrochis gigas,29,5090,2667,1
Geometridae,Flavinia,darna,1321414668_USNM_6250_0.jpg,Flavinia darna,37,4794,3198,0
Noctuidae,Agriopodes,teratophora,2244418997_MISSA_710_0.jpg,Agriopodes teratophora,62,3747,2218,2
Zygaenidae,Zygaena,viciae,3003624830_TAM_1110_0.jpg,Zygaena viciae,96,69,42,30
Lycaenidae,Panara,phereclus,1039185897_YPM_3216_0.jpg,Panara phereclus,53,1492,708,6
Erebidae,Scaptius,vinasia,1838884438_MISSA_1943_0.jpg,Scaptius vinasia,29,5090,2667,1
Erebidae,Conilepia,nigricosta,paiwan_A35-20131015-063_TESRI_0.jpg,Conilepia nigricosta,29,5090,2667,1
Erebidae,Meteugoa,ochrivena,japonica_A35-20160502-074_TESRI_0.jpg,Meteugoa ochrivena,29,5090,2667,1
Tortricidae,Adoxophyes,orana,3003605868_TAM_1175_0.jpg,Adoxophyes orana,91,901,787,17
Sphingidae,Cechetra,lineosa,A45-20141118-090_TESRI_0.jpg,Cechetra lineosa,84,642,398,10
Geometridae,Dichorda,rectaria,2432341944_CSU_1106_0.jpg,Dichorda rectaria,37,4794,3198,0
Erebidae,Watsonidia,pardea,1838885984_MISSA_2138_0.jpg,Watsonidia pardea,29,5090,2667,1
Nymphalidae,Euptychia,liturata,2609385703_NHMUK_5083_0.jpg,Euptychia liturata,65,4037,1666,4
Nymphalidae,Neocoenyra,duplex,1039084882_YPM_819_0.jpg,Neocoenyra duplex,65,4037,1666,4
Erebidae,Catocala,briseis,2244418042_MISSA_1820_0.jpg,Catocala briseis,29,5090,2667,1
Sphingidae,Euproserpinus,wiesti,1882416043_NHMUK_6305_0.jpg,Euproserpinus wiesti,84,642,398,10
Hesperiidae,Plastingia,viburnia,1837857521_NHMUK_2584_0.jpg,Plastingia viburnia,44,1449,589,3
Pieridae,Pieris,deota,1321499155_USNM_8984_0.jpg,Pieris deota,69,3076,852,9
Notodontidae,Somera,viridifusca,viridifusca_V24-20190518-240_TESRI_0.jpg,Somera viridifusca,64,739,528,15
Hesperiidae,Panoquina,errans,1039113741_YPM_3544_1.jpg,Panoquina errans,44,1449,589,3
Erebidae,Cephena,costata,A37-20170816-019_TESRI_0.jpg,Cephena costata,29,5090,2667,1
Lycaenidae,Lycaena,griqua,1319588618_USNM_7234_0.jpg,Lycaena griqua,53,1492,708,6
Erebidae,Tritonaclia,inauramacula,1913644880_MNHN_1562_0.jpg,Tritonaclia inauramacula,29,5090,2667,1
Noctuidae,Epiglaea,apiata,2268760243_MISSA_1189_0.jpg,Epiglaea apiata,62,3747,2218,2
Nymphalidae,Erebia,kalmuka,3003634121_TAM_1452_0.jpg,Erebia kalmuka,65,4037,1666,4
Nolidae,Diphthera,festiva,1838869053_MISSA_1077_0.jpg,Diphthera festiva,63,338,163,31
Nymphalidae,Limenitis,cocala,1039074223_YPM_2294_1.jpg,Limenitis cocala,65,4037,1666,4
Nymphalidae,Acraea,lia,1039068513_YPM_1857_0.jpg,Acraea lia,65,4037,1666,4
Geometridae,Heteroleuca,subfalcata,1317683004_USNM_2906_0.jpg,Heteroleuca subfalcata,37,4794,3198,0
Crambidae,Botyodes,diniasalis,A46-20160426-137_TESRI_0.jpg,Botyodes diniasalis,22,1196,693,7
Tortricidae,Notocelia,cynosbatella,1838886140_MISSA_3594_0.jpg,Notocelia cynosbatella,91,901,787,17
Nymphalidae,Euploea,lewinii,1039187511_YPM_2413_0.jpg,Euploea lewinii,65,4037,1666,4
Lycaenidae,Lepidochrysops,coxii,1039135480_YPM_3820_1.jpg,Lepidochrysops coxii,53,1492,708,6
Noctuidae,Acronicta,oblinita,1585265761_MISSA_2067_0.jpg,Acronicta oblinita,62,3747,2218,2
Erebidae,Catocala,proxeneta,1292014613_YPM_1616_0.jpg,Catocala proxeneta,29,5090,2667,1
Noctuidae,Rothia,turlini,1913644620_MNHN_2259_0.jpg,Rothia turlini,62,3747,2218,2
Papilionidae,Eurytides,bellerophon,1039063105_YPM_1614_1.jpg,Eurytides bellerophon,68,1101,365,11
Pyralidae,Orthaga,euadrusalis,A41-20170717-080_TESRI_0.jpg,Orthaga euadrusalis,75,531,348,14
Nymphalidae,Cyrestis,thyodamas,1039068763_YPM_2288_1.jpg,Cyrestis thyodamas,65,4037,1666,4
Noctuidae,Egnasia,dolabrata,1563875344_MNHN_2891_0.jpg,Egnasia dolabrata,62,3747,2218,2
Papilionidae,Battus,madyes,1319582010_USNM_10136_0.jpg,Battus madyes,68,1101,365,11
Tineidae,Machaeropteris,petalacma,A47-20150318-083_TESRI_0.jpg,Machaeropteris petalacma,89,85,68,27
Nolidae,Nola,confusalis,3003750551_TAM_844_0.jpg,Nola confusalis,63,338,163,31
Geometridae,Heliomata,fulliola,1322287548_USNM_7595_0.jpg,Heliomata fulliola,37,4794,3198,0
Erebidae,Callicereon,mabillei,1587260954_MNHN_2340_1.jpg,Callicereon mabillei,29,5090,2667,1
Pieridae,Appias,nero,1039180804_YPM_3094_0.jpg,Appias nero,69,3076,852,9
Erebidae,Euproctis,magna,A32-20181116-005_TESRI_0.jpg,Euproctis magna,29,5090,2667,1
Geometridae,Vinemina,catalina,1932766005_MSU_248_0.jpg,Vinemina catalina,37,4794,3198,0
Erebidae,Eriostepta,nigropuncta,1838879064_MISSA_619_0.jpg,Eriostepta nigropuncta,29,5090,2667,1
Noctuidae,Melanchra,assimilis,2804291314_CSU_1174_0.jpg,Melanchra assimilis,62,3747,2218,2
Nymphalidae,Bicyclus,sambulos,1039192388_YPM_1025_1.jpg,Bicyclus sambulos,65,4037,1666,4
Papilionidae,Papilio,hesperus,1039094076_YPM_2506_1.jpg,Papilio hesperus,68,1101,365,11
Erebidae,Eucereon,maja,1883280472_MNHN_2795_1.jpg,Eucereon maja,29,5090,2667,1
Noctuidae,Lophotarsia,vicina,1563875326_MNHN_2992_0.jpg,Lophotarsia vicina,62,3747,2218,2
Nymphalidae,Pseudohaetera,hypaesia,1039068755_YPM_3513_0.jpg,Pseudohaetera hypaesia,65,4037,1666,4
Lycaenidae,Lampides,boeticus,3003657485_TAM_1046_0.jpg,Lampides boeticus,53,1492,708,6
Papilionidae,Troides,aeacus,1321847987_USNM_1508_0.jpg,Troides aeacus,68,1101,365,11
Hesperiidae,Zestusa,dorus,2432273388_CSU_1508_0.jpg,Zestusa dorus,44,1449,589,3
Noctuidae,Conistra,vaccinii,3017417553_UTE_329_0.jpg,Conistra vaccinii,62,3747,2218,2
Noctuidae,Ochropleura,portieri,1587261106_MNHN_927_0.jpg,Ochropleura portieri,62,3747,2218,2
Noctuidae,Lithophane,scottae,2626774348_CSU_1697_0.jpg,Lithophane scottae,62,3747,2218,2
Lycaenidae,Plebejus,orbitulus,1039060429_YPM_2849_0.jpg,Plebejus orbitulus,53,1492,708,6
Nolidae,Bryophilopsis,martinae,1883280890_MNHN_2457_1.jpg,Bryophilopsis martinae,63,338,163,31
Tortricidae,Retinia,gemistrigulana,1838877421_MISSA_116_0.jpg,Retinia gemistrigulana,91,901,787,17
Geometridae,Cyclophora,annularia,1826005178_NHMUK_746_0.jpg,Cyclophora annularia,37,4794,3198,0
Hepialidae,Zenophassus,schamyl,3003641035_TAM_1550_0.jpg,Zenophassus schamyl,43,32,24,40
Erebidae,Mpanjaka,albovirida,1913644810_MNHN_159_1.jpg,Mpanjaka albovirida,29,5090,2667,1
Sphingidae,Acosmeryx,castanea,A35-20160712-140_TESRI_0.jpg,Acosmeryx castanea,84,642,398,10
Neopseustidae,Neopseustis,meyricki,A63-20190425-149_TESRI_0.jpg,Neopseustis meyricki,60,3,1,88
Papilionidae,Parnassius,charltonius,1039178950_YPM_2401_1.jpg,Parnassius charltonius,68,1101,365,11
Hesperiidae,Ancyloxypha,numitor,1039123875_YPM_2541_1.jpg,Ancyloxypha numitor,44,1449,589,3
Nymphalidae,Ideopsis,vitrea,1039095580_YPM_195_1.jpg,Ideopsis vitrea,65,4037,1666,4
Nymphalidae,Erebia,euryale,3017659209_UTE_718_0.jpg,Erebia euryale,65,4037,1666,4
Nymphalidae,Callicore,hydaspes,1039110876_YPM_2527_1.jpg,Callicore hydaspes,65,4037,1666,4
Erebidae,Ectypia,mexicana,1585210376_MISSA_2019_0.jpg,Ectypia mexicana,29,5090,2667,1
Nymphalidae,Dynamine,athemon,1039098715_YPM_844_1.jpg,Dynamine athemon,65,4037,1666,4
Erebidae,Blasticorhinus,bifasciata,A58-20181111-009_TESRI_0.jpg,Blasticorhinus bifasciata,29,5090,2667,1
Pieridae,Tatochila,xanthodice,1321823811_USNM_6211_0.jpg,Tatochila xanthodice,69,3076,852,9
Pieridae,Calopieris,eulimene,1039033204_YPM_3235_0.jpg,Calopieris eulimene,69,3076,852,9
Erebidae,Eudasychira,diaereta,1913644807_MNHN_86_0.jpg,Eudasychira diaereta,29,5090,2667,1
Lycaenidae,Polyommatus,venus,3003729106_TAM_942_0.jpg,Polyommatus venus,53,1492,708,6
Pieridae,Leptophobia,cinerea,1321718353_USNM_3008_0.jpg,Leptophobia cinerea,69,3076,852,9
Papilionidae,Atrophaneura,nox,1320068207_USNM_2127_0.jpg,Atrophaneura nox,68,1101,365,11
Noctuidae,Hydraecia,osseola,1661823084_MNHN_3029_0.jpg,Hydraecia osseola,62,3747,2218,2
Erebidae,Lymantria,monacha,3017394789_UTE_242_0.jpg,Lymantria monacha,29,5090,2667,1
Erebidae,Parasemia,plantaginis,2432348103_CSU_259_0.jpg,Parasemia plantaginis,29,5090,2667,1
Erebidae,Selenarctia,flavidorsata,1838884519_MISSA_628_0.jpg,Selenarctia flavidorsata,29,5090,2667,1
Sphingidae,Ambulyx,substrigilis,1826401366_NHMUK_5026_0.jpg,Ambulyx substrigilis,84,642,398,10
Geometridae,Physocleora,venirufata,1322453145_USNM_5720_0.jpg,Physocleora venirufata,37,4794,3198,0
Lycaenidae,Baeotis,zonata,1039081574_YPM_2686_0.jpg,Baeotis zonata,53,1492,708,6
Geometridae,Pennithera,manifesta,A52-20160704-139_TESRI_0.jpg,Pennithera manifesta,37,4794,3198,0
Elachistidae,Depressaria,multifidae,1322311734_USNM_4707_0.jpg,Depressaria multifidae,24,63,62,29
Erebidae,Nudaria,suffusa,A61-20180110-011_TESRI_0.jpg,Nudaria suffusa,29,5090,2667,1
Geometridae,Eudule,neorina,1317522030_USNM_3323_0.jpg,Eudule neorina,37,4794,3198,0
Sphingidae,Rhagastis,mongoliana,A76-20190409-109_TESRI_0.jpg,Rhagastis mongoliana,84,642,398,10
Noctuidae,Cosmia,pyralina,3017557878_UTE_727_0.jpg,Cosmia pyralina,62,3747,2218,2
Lasiocampidae,Dendrolimus,sibiricus,3003741977_TAM_572_0.jpg,Dendrolimus sibiricus,49,151,67,21
Geometridae,Hypochrosis,cryptopyrrhata,1836100631_NHMUK_3046_0.jpg,Hypochrosis cryptopyrrhata,37,4794,3198,0
Geometridae,Stenoporpia,polygrammaria,1932762979_MSU_611_0.jpg,Stenoporpia polygrammaria,37,4794,3198,0
Geometridae,Lychnosea,reversaria,1319261053_USNM_6661_0.jpg,Lychnosea reversaria,37,4794,3198,0
Erebidae,Sansaptera,cocho,1318948126_USNM_6453_0.jpg,Sansaptera cocho,29,5090,2667,1
Erebidae,Hyalurga,sora,1838881330_MISSA_3232_0.jpg,Hyalurga sora,29,5090,2667,1
Gelechiidae,Gelechia,rhombella,3003610709_TAM_2381_0.jpg,Gelechia rhombella,36,421,369,20
Erebidae,Chrostosoma,cardinale,1838877327_MISSA_2484_0.jpg,Chrostosoma cardinale,29,5090,2667,1
Pyralidae,Quasisalebria,atratella,1988585075_MISSA_3806_0.jpg,Quasisalebria atratella,75,531,348,14
Papilionidae,Troides,haliphron,2446316639_NHMUK_1267_0.jpg,Troides haliphron,68,1101,365,11
Noctuidae,Callopistria,delicata,A35-20150212-031_TESRI_0.jpg,Callopistria delicata,62,3747,2218,2
Pieridae,Aporia,crataegi,3017418190_UTE_398_0.jpg,Aporia crataegi,69,3076,852,9
Nymphalidae,Acraea,rohlfsi,1039174324_YPM_995_0.jpg,Acraea rohlfsi,65,4037,1666,4
Hesperiidae,Erynnis,juvenalis,1039160132_YPM_1249_0.jpg,Erynnis juvenalis,44,1449,589,3
Nymphalidae,Hypothyris,fluonia,1039081933_YPM_2690_1.jpg,Hypothyris fluonia,65,4037,1666,4
Pieridae,Perrhybris,lorena,1319756973_USNM_5777_0.jpg,Perrhybris lorena,69,3076,852,9
Hesperiidae,Codatractus,alcaeus,1039116115_YPM_263_1.jpg,Codatractus alcaeus,44,1449,589,3
Nymphalidae,Lethe,callipteris,1039152467_YPM_1742_1.jpg,Lethe callipteris,65,4037,1666,4
Erebidae,Catocala,caesia,2013053415_MISSA_2913_0.jpg,Catocala caesia,29,5090,2667,1
Lycaenidae,Axiocerses,jacksoni,1039178304_YPM_3337_0.jpg,Axiocerses jacksoni,53,1492,708,6
Pieridae,Pontia,daplidice,3003609248_TAM_379_0.jpg,Pontia daplidice,69,3076,852,9
Erebidae,Euproctis,perpusilla,1883280388_MNHN_2788_0.jpg,Euproctis perpusilla,29,5090,2667,1
Thyrididae,Pyrinioides,sinuosus,A34-20140626-097_TESRI_0.jpg,Pyrinioides sinuosus,88,34,21,63
Erebidae,Pelochyta,affinis,1838882970_MISSA_1941_0.jpg,Pelochyta affinis,29,5090,2667,1
Erebidae,Zale,declarans,2234819973_MISSA_3821_0.jpg,Zale declarans,29,5090,2667,1
Adelidae,Cauchas,rufimitrella,3003606784_TAM_1460_0.jpg,Cauchas rufimitrella,2,33,22,32
Geometridae,Ecliptopera,rectilinea,kanshinensis_V10-20141220-009_TESRI_0.jpg,Ecliptopera rectilinea,37,4794,3198,0
Noctuidae,Actebia,praecox,3003614999_TAM_736_0.jpg,Actebia praecox,62,3747,2218,2
Nymphalidae,Harma,theobene,1039076402_YPM_130_0.jpg,Harma theobene,65,4037,1666,4
Geometridae,Ourapteryx,sciticaudaria,A47-20151110-042_TESRI_0.jpg,Ourapteryx sciticaudaria,37,4794,3198,0
Lycaenidae,Leptotes,marina,1039090769_YPM_2882_0.jpg,Leptotes marina,53,1492,708,6
Erebidae,Catocala,connubialis,1806517744_YPM_79_0.jpg,Catocala connubialis,29,5090,2667,1
Pieridae,Appias,paulina,1322514649_USNM_8200_0.jpg,Appias paulina,69,3076,852,9
Crambidae,Pycnarmon,aeriferalis,A35-20160307-165_TESRI_0.jpg,Pycnarmon aeriferalis,22,1196,693,7
Noctuidae,Nephelodes,demaculata,2432314956_CSU_1646_0.jpg,Nephelodes demaculata,62,3747,2218,2
Sphingidae,Macroglossum,saga,V12-20140316-038_TESRI_0.jpg,Macroglossum saga,84,642,398,10
Noctuidae,Rhabinopteryx,subtilis,1502535288_MNHN_3043_0.jpg,Rhabinopteryx subtilis,62,3747,2218,2
Hesperiidae,Erynnis,lucilius,1039184381_YPM_660_0.jpg,Erynnis lucilius,44,1449,589,3
Geometridae,Ceratonyx,permagnaria,1932626030_MSU_1362_0.jpg,Ceratonyx permagnaria,37,4794,3198,0
Nymphalidae,Consul,fabius,1319601452_USNM_3608_0.jpg,Consul fabius,65,4037,1666,4
Pieridae,Saletara,liberia,1320696984_USNM_741_0.jpg,Saletara liberia,69,3076,852,9
Geometridae,Cyclica,frondaria,2432312374_CSU_1240_0.jpg,Cyclica frondaria,37,4794,3198,0
Nymphalidae,Zaretis,syene,1039061556_YPM_773_1.jpg,Zaretis syene,65,4037,1666,4
Geometridae,Stamnodes,franckata,2432303277_CSU_147_0.jpg,Stamnodes franckata,37,4794,3198,0
Lycaenidae,Myrina,cyara,1039167159_YPM_1518_1.jpg,Myrina cyara,53,1492,708,6
Hesperiidae,Conga,chydaea,1039027165_YPM_2816_1.jpg,Conga chydaea,44,1449,589,3
Erebidae,Hypomolis,lachaumei,1883279882_MNHN_189_1.jpg,Hypomolis lachaumei,29,5090,2667,1
Papilionidae,Troides,andromache,2446315776_NHMUK_2009_0.jpg,Troides andromache,68,1101,365,11
Noctuidae,Syngrapha,microgamma,2467777129_CSU_1893_0.jpg,Syngrapha microgamma,62,3747,2218,2
Erebidae,Melipotis,acontioides,2013054351_MISSA_1168_0.jpg,Melipotis acontioides,29,5090,2667,1
Noctuidae,Cucullia,alfarata,1846473805_MISSA_1748_0.jpg,Cucullia alfarata,62,3747,2218,2
Erebidae,Asota,ficus,V01-20140624-003_TESRI_0.jpg,Asota ficus,29,5090,2667,1
Nymphalidae,Cymothoe,coranus,1039091203_YPM_3805_0.jpg,Cymothoe coranus,65,4037,1666,4
Erebidae,Tetanolita,floridana,1946089250_MISSA_1572_0.jpg,Tetanolita floridana,29,5090,2667,1
Pieridae,Dixeia,dixeyi,1317963327_USNM_840_0.jpg,Dixeia dixeyi,69,3076,852,9
Geometridae,Leucolithodes,melanoglyphica,1319005835_USNM_11379_0.jpg,Leucolithodes melanoglyphica,37,4794,3198,0
Noctuidae,Viridistria,viridipicta,A48-20160425-047_TESRI_0.jpg,Viridistria viridipicta,62,3747,2218,2
Noctuidae,Euxoa,tritici,3003615002_TAM_3329_0.jpg,Euxoa tritici,62,3747,2218,2
Erebidae,Cosmosoma,festiva,1838872970_MISSA_2467_0.jpg,Cosmosoma festiva,29,5090,2667,1
Hesperiidae,Codatractus,arizonensis,1039120511_YPM_2536_1.jpg,Codatractus arizonensis,44,1449,589,3
Nymphalidae,Actinote,pellenea,1039177460_YPM_3090_0.jpg,Actinote pellenea,65,4037,1666,4
Hesperiidae,Oligoria,maculata,2432266671_CSU_79_0.jpg,Oligoria maculata,44,1449,589,3
Noctuidae,Euplexidia,pallidivirens,V12-20140809-149_TESRI_0.jpg,Euplexidia pallidivirens,62,3747,2218,2
Nymphalidae,Lycorea,cleobaea,1838850371_MISSA_569_0.jpg,Lycorea cleobaea,65,4037,1666,4
Noctuidae,Ctenoplusia,pauliana,1883280818_MNHN_2389_0.jpg,Ctenoplusia pauliana,62,3747,2218,2
Notodontidae,Pseudosomera,noctuiformis,yunwu_V37-20180521-317_TESRI_0.jpg,Pseudosomera noctuiformis,64,739,528,15
Erebidae,Dasychira,cydista,1913644767_MNHN_116_1.jpg,Dasychira cydista,29,5090,2667,1
Crambidae,Eoophyla,conjunctalis,A32-20120523-172_TESRI_0.jpg,Eoophyla conjunctalis,22,1196,693,7
Pieridae,Delias,alberti,1837858628_NHMUK_3259_0.jpg,Delias alberti,69,3076,852,9
Erebidae,Paracolax,sugii,A42-20180318-010_TESRI_0.jpg,Paracolax sugii,29,5090,2667,1
Lycaenidae,Zizeeria,labradus,1039052966_YPM_2053_0.jpg,Zizeeria labradus,53,1492,708,6
Sphingidae,Smerinthus,cerisyi,1838850283_MISSA_2079_0.jpg,Smerinthus cerisyi,84,642,398,10
Nymphalidae,Limenitis,sydyi,3003643174_TAM_2379_0.jpg,Limenitis sydyi,65,4037,1666,4
Hesperiidae,Oarisma,edwardsii,1838853260_MISSA_2445_0.jpg,Oarisma edwardsii,44,1449,589,3
Nolidae,Nola,erythrinalis,1883279673_MNHN_645_1.jpg,Nola erythrinalis,63,338,163,31
Erebidae,Amsactoides,solitaria,A59-20161026-026_TESRI_0.jpg,Amsactoides solitaria,29,5090,2667,1
Pieridae,Dixeia,dixeyi,1039082389_YPM_2872_1.jpg,Dixeia dixeyi,69,3076,852,9
Papilionidae,Graphium,macleayanus,1039167001_YPM_1769_0.jpg,Graphium macleayanus,68,1101,365,11
Hesperiidae,Mysoria,barcastus,1039100640_YPM_2705_0.jpg,Mysoria barcastus,44,1449,589,3
Nymphalidae,Anaea,ryphea,1318354493_USNM_2452_0.jpg,Anaea ryphea,65,4037,1666,4
Pieridae,Delias,callima,1837858841_NHMUK_2911_0.jpg,Delias callima,69,3076,852,9
Momphidae,Triclonella,pergandeella,1585233470_MISSA_517_0.jpg,Triclonella pergandeella,59,23,21,59
Argyresthiidae,Argyresthia,alternatella,1585239239_MISSA_759_0.jpg,Argyresthia alternatella,5,10,10,65
Noctuidae,Anaplectoides,prasina,3003615233_TAM_918_0.jpg,Anaplectoides prasina,62,3747,2218,2
Geometridae,Colotois,pennaria,3017394722_UTE_199_0.jpg,Colotois pennaria,37,4794,3198,0
Nymphalidae,Bicyclus,vulgaris,1039202536_YPM_1037_0.jpg,Bicyclus vulgaris,65,4037,1666,4
Pieridae,Nepheronia,thalassina,1322479292_USNM_3242_0.jpg,Nepheronia thalassina,69,3076,852,9
Pieridae,Euchloe,olympia,1320286619_USNM_7156_0.jpg,Euchloe olympia,69,3076,852,9
Crambidae,Duponchelia,fovealis,2366169623_NHMUK_3784_0.jpg,Duponchelia fovealis,22,1196,693,7
Nymphalidae,Acraea,anacreon,1039098405_YPM_1159_1.jpg,Acraea anacreon,65,4037,1666,4
Nymphalidae,Callicore,hydaspes,1039110876_YPM_2527_0.jpg,Callicore hydaspes,65,4037,1666,4
Papilionidae,Papilio,machaon,2432244665_CSU_1199_0.jpg,Papilio machaon,68,1101,365,11
Pieridae,Catasticta,tamsa,1320611540_USNM_2130_0.jpg,Catasticta tamsa,69,3076,852,9
Noctuidae,Ogdoconta,fergusoni,1882810849_MISSA_658_0.jpg,Ogdoconta fergusoni,62,3747,2218,2
Nymphalidae,Charaxes,hadrianus,1039188266_YPM_3467_1.jpg,Charaxes hadrianus,65,4037,1666,4
Geometridae,Isturgia,arenacearia,3003652858_TAM_1821_0.jpg,Isturgia arenacearia,37,4794,3198,0
Erebidae,Hypena,gonospilalis,A35-20190424-030_TESRI_0.jpg,Hypena gonospilalis,29,5090,2667,1
Plutellidae,Plutella,xylostella,A69-20190126-004_TESRI_0.jpg,Plutella xylostella,70,14,4,33
Geometridae,Eupithecia,costalis,ferrisparsata_A58-20170303-173_TESRI_0.jpg,Eupithecia costalis,37,4794,3198,0
Pieridae,Eronia,leda,1039139353_YPM_2558_1.jpg,Eronia leda,69,3076,852,9
Noctuidae,Feltia,mollis,2432358912_CSU_1132_0.jpg,Feltia mollis,62,3747,2218,2
Noctuidae,Callyna,robinsoni,1570703432_MNHN_2322_0.jpg,Callyna robinsoni,62,3747,2218,2
Lycaenidae,Lycaena,ottomanus,1039160708_YPM_2184_1.jpg,Lycaena ottomanus,53,1492,708,6
Geometridae,Azelina,flabellaria,1321086767_USNM_5139_0.jpg,Azelina flabellaria,37,4794,3198,0
Geometridae,Eilicrinia,flava,V02-20140501-110_TESRI_0.jpg,Eilicrinia flava,37,4794,3198,0
Noctuidae,Anarta,deserticola,1503372150_MNHN_1438_0.jpg,Anarta deserticola,62,3747,2218,2
Saturniidae,Eacles,imperialis,1039095027_YPM_1678_0.jpg,Eacles imperialis,79,668,312,18
Crambidae,Goniorhynchus,butyrosus,V02-20130801-164_TESRI_0.jpg,Goniorhynchus butyrosus,22,1196,693,7
Hesperiidae,Panoquina,errans,1039113741_YPM_3544_0.jpg,Panoquina errans,44,1449,589,3
Crambidae,Palpita,asiaticalis,A42-20170221-058_TESRI_0.jpg,Palpita asiaticalis,22,1196,693,7
