Family,Subfamily,Genus,Species,SciName,Number,Source,Family_encode,Fam_Sample,Fam_Specie
Nymphalidae,Limenitidinae,Adelpha,saundersii,Adelpha saundersii,1039054060,YPM,61,3999,1655
Erebidae,Aventiinae,Cerynea,veterata,Cerynea veterata,1563875459,MNHN,27,5150,2706
Drepanidae,Drepaninae,Drepana,pallida,Drepana pallida,nigromaculata,A44-20141021-040,21,318,131
Nymphalidae,Limenitidinae,Neptis,melicerta,Neptis melicerta,1039167785,YPM,61,3999,1655
Erebidae,Arctiinae,Eilema,alluaudi,Eilema alluaudi,1883279720,MNHN,27,5150,2706
Geometridae,Sterrhinae,Anisodes,poliotaria,Anisodes poliotaria,1319315360,USNM,34,4684,3138
Erebidae,Erebinae,Catephia,alchymista,Catephia alchymista,3003652850,TAM,27,5150,2706
Erebidae,Aventiinae,Metaemene,hampsoni,Metaemene hampsoni,A37-20130806-064,TESRI,27,5150,2706
Erebidae,Erebinae,Bastilla,absentimacula,Bastilla absentimacula,A41-20170717-169,TESRI,27,5150,2706
Geometridae,Ennominae,Semiothisa,fraserata,Semiothisa fraserata,1320884513,USNM,34,4684,3138
Zygaenidae,Procridinae,Jordanita,globulariae,Jordanita globulariae,3003755811,TAM,89,69,42
Hesperiidae,Hesperiinae,Thoressa,justini,Thoressa justini,1837857483,NHMUK,39,1463,597
Papilionidae,Papilioninae,Atrophaneura,aidoneus,Atrophaneura aidoneus,1317992791,USNM,64,1096,364
Tortricidae,Tortricinae,Archips,podana,Archips podana,3003608871,TAM,84,938,802
Nymphalidae,Heliconiinae,Acraea,serena,Acraea serena,1039057017,YPM,61,3999,1655
Nymphalidae,Charaxinae,Prepona,pylene,Prepona pylene,1039047983,YPM,61,3999,1655
Pieridae,Pierinae,Delias,lativitta,Delias lativitta,1837858529,NHMUK,65,3082,856
Noctuidae,Noctuinae,Callopistria,maillardi,Callopistria maillardi,2244419873,MISSA,58,3700,2182
Pieridae,Pierinae,Colotis,regina,Colotis regina,1039112983,YPM,65,3082,856
Noctuidae,Noctuinae,Egira,simplex,Egira simplex,2432361993,CSU,58,3700,2182
Sphingidae,Smerinthinae,Protambulyx,ockendeni,Protambulyx ockendeni,1826388296,NHMUK,79,641,398
Lasiocampidae,Lasiocampinae,Paralebeda,femorata,Paralebeda femorata,mirabilis,A46-20150319-047,44,159,68
Noctuidae,Plusiinae,Ctenoplusia,epargyra,Ctenoplusia epargyra,1990805117,MNHN,58,3700,2182
Noctuidae,Noctuinae,Trachea,delicata,Trachea delicata,2432334290,CSU,58,3700,2182
Notodontidae,Notodontinae,Liparopsis,postalbida,Liparopsis postalbida,V17-20150912-033,TESRI,60,741,530
Pieridae,Pierinae,Appias,pandione,Appias pandione,1039031546,YPM,65,3082,856
Nymphalidae,Satyrinae,Euptychia,perfuscata,Euptychia perfuscata,2609405704,NHMUK,61,3999,1655
Erebidae,Erebinae,Parafodina,andriai,Parafodina andriai,1587260997,MNHN,27,5150,2706
Nymphalidae,Biblidinae,Panacea,regina,Panacea regina,1039118387,YPM,61,3999,1655
Erebidae,Erebinae,Brevipecten,consanguis,Brevipecten consanguis,A35-20150409-038,TESRI,27,5150,2706
Noctuidae,Cuculliinae,Eupsilia,virescens,Eupsilia virescens,V03-20130409-031,TESRI,58,3700,2182
Noctuidae,Acronictinae,Acronicta,paupercula,Acronicta paupercula,1838882302,MISSA,58,3700,2182
Erebidae,Arctiinae,Opharus,ruschii,Opharus ruschii,1020747707,MNHN,27,5150,2706
Geometridae,Ennominae,Epione,thermidora,Epione thermidora,1318160505,USNM,34,4684,3138
Papilionidae,Papilioninae,Troides,darsius,Troides darsius,2446317884,NHMUK,64,1096,364
Noctuidae,Cuculliinae,Cucullia,syrtana,Cucullia syrtana,1503372133,MNHN,58,3700,2182
Hesperiidae,Hesperiinae,Hesperia,colorado,Hesperia colorado,2432267766,CSU,39,1463,597
Erebidae,Erebinae,Hypostrotia,cinerea,Hypostrotia cinerea,3003743025,TAM,27,5150,2706
Papilionidae,Papilioninae,Pachliopta,jophon,Pachliopta jophon,1320660821,USNM,64,1096,364
Geometridae,Ennominae,Opisthograptis,moelleri,Opisthograptis moelleri,A38-20160811-037,TESRI,34,4684,3138
Gracillariidae,Gracillariinae,Caloptilia,rhoifoliella,Caloptilia rhoifoliella,1585240001,MISSA,36,65,64
Hesperiidae,Pyrrhopyginae,Mysoria,affinis,Mysoria affinis,2432277497,CSU,39,1463,597
Tortricidae,Tortricinae,Tortrix,dorsalana,Tortrix dorsalana,1319381395,USNM,84,938,802
Nymphalidae,Charaxinae,Anaea,xenocles,Anaea xenocles,1321544355,USNM,61,3999,1655
Geometridae,Geometrinae,Pingasa,chlora,Pingasa chlora,1826442218,NHMUK,34,4684,3138
Nymphalidae,Biblidinae,Panacea,prola,Panacea prola,1039088457,YPM,61,3999,1655
Crambidae,Spilomelinae,Udea,uliginosalis,Udea uliginosalis,2252438759,NHMUK,19,1196,693
Erebidae,Lithosiinae,Cyclosiella,pulchrina,Cyclosiella pulchrina,1317391247,USNM,27,5150,2706
Lycaenidae,Poritiinae,Iridopsis,cinerascens,Iridopsis cinerascens,1318703630,USNM,48,1283,600
Notodontidae,Notodontinae,Shaka,atrovittatus,Shaka atrovittatus,mushana,A34-20130902-277,60,741,530
Hesperiidae,Pyrginae,Heliopetes,purgia,Heliopetes purgia,1322246474,USNM,39,1463,597
Papilionidae,Papilioninae,Troides,criton,Troides criton,1318685377,USNM,64,1096,364
Saturniidae,Arsenurinae,Arsenura,armida,Arsenura armida,1039069660,YPM,74,676,311
Erebidae,Erebinae,Catocala,semirelicta,Catocala semirelicta,1039113295,YPM,27,5150,2706
Noctuidae,Noctuinae,Euxoa,mimallonis,Euxoa mimallonis,2432332000,CSU,58,3700,2182
Saturniidae,Hemileucinae,Hemileuca,electra,Hemileuca electra,1882416267,NHMUK,74,676,311
Geometridae,Ennominae,Psyra,cuneata,Psyra cuneata,matsumurai,V03-20130909-081,34,4684,3138
Crambidae,Spilomelinae,Trichaea,pilicornis,Trichaea pilicornis,1993807483,MISSA,19,1196,693
Noctuidae,Noctuinae,Apamea,lateritia,Apamea lateritia,3003614343,TAM,58,3700,2182
Geometridae,Ennominae,Nipteria,subpardata,Nipteria subpardata,1321450875,USNM,34,4684,3138
Noctuidae,Noctuinae,Spodoptera,litura,Spodoptera litura,A57-20161213-028,TESRI,58,3700,2182
Erebidae,Erebinae,Catocala,aholibah,Catocala aholibah,2432349236,CSU,27,5150,2706
Drepanidae,Thyatirinae,Tethea,oberthueri,Tethea oberthueri,taiwana,V24-20160312-052,21,318,131
Pieridae,Pierinae,Aporia,lhamo,Aporia lhamo,1318236597,USNM,65,3082,856
Crambidae,Pyraustinae,Paracorsia,repandalis,Paracorsia repandalis,2366170486,NHMUK,19,1196,693
Tortricidae,Tortricinae,Ortognathosia,santamariana,Ortognathosia santamariana,1317929524,USNM,84,938,802
Notodontidae,Heterocampinae,Rifargia,demissa,Rifargia demissa,1320212012,USNM,60,741,530
Hesperiidae,Hesperiinae,Amblyscirtes,aenus,Amblyscirtes aenus,2432267836,CSU,39,1463,597
Papilionidae,Papilioninae,Parides,proneus,Parides proneus,1317716381,USNM,64,1096,364
Limacodidae,Unassigned,Phrixolepia,inouei,Phrixolepia inouei,V31-20180114-019,TESRI,47,150,72
Saturniidae,Saturniinae,Tagoropsis,hanningtonii,Tagoropsis hanningtonii,1039104688,YPM,74,676,311
Pieridae,Coliadinae,Catopsilia,pomona,Catopsilia pomona,1057178021,NHMUK,65,3082,856
Lycaenidae,Theclinae,Ministrymon,janevicroy,Ministrymon janevicroy,1039055145,YPM,48,1283,600
Noctuidae,Noctuinae,Elaphria,grata,Elaphria grata,2244420506,MISSA,58,3700,2182
Pieridae,Pierinae,Catasticta,manco,Catasticta manco,1322724300,USNM,65,3082,856
Erebidae,Erebinae,Ophisma,gravata,Ophisma gravata,V22-20160506-005,TESRI,27,5150,2706
Nymphalidae,Satyrinae,Hipparchia,celaeno,Hipparchia celaeno,1056032918,NHMUK,61,3999,1655
Erebidae,Lymantriinae,Stenaroa,rubriflava,Stenaroa rubriflava,1913644679,MNHN,27,5150,2706
Nymphalidae,Ithomiinae,Hypothyris,semifulva,Hypothyris semifulva,1039171187,YPM,61,3999,1655
Pieridae,Pierinae,Belenois,raffrayi,Belenois raffrayi,1039033735,YPM,65,3082,856
Noctuidae,Cuculliinae,Nyctycia,strigidisca,Nyctycia strigidisca,nigridorsi,A68-20180118-015,58,3700,2182
Notodontidae,Unassigned,Malocampa,amanthis,Malocampa amanthis,1319520935,USNM,60,741,530
Drepanidae,Drepaninae,Comibaena,procumbaria,Comibaena procumbaria,A32-20180615-153,TESRI,21,318,131
Geometridae,Ennominae,Pogonopygia,nigralbata,Pogonopygia nigralbata,A61-20170822-101,TESRI,34,4684,3138
Papilionidae,Parnassiinae,Parnassius,nomion,Parnassius nomion,3017450785,UTE,64,1096,364
Papilionidae,Parnassiinae,Parnassius,phoebus,Parnassius phoebus,3017458766,UTE,64,1096,364
Gelechiidae,Anacampsinae,Syncopacma,nigrella,Syncopacma nigrella,2432338766,CSU,33,410,359
Notodontidae,Unassigned,Hemiceras,liboria,Hemiceras liboria,1320898280,USNM,60,741,530
Noctuidae,Noctuinae,Mythimna,viettei,Mythimna viettei,1883280634,MNHN,58,3700,2182
Erebidae,Erebinae,Catocala,epione,Catocala epione,1946089258,MISSA,27,5150,2706
Sphingidae,Smerinthinae,Marumba,maacki,Marumba maacki,3003741171,TAM,79,641,398
Crambidae,Crambinae,Agriphila,straminella,Agriphila straminella,3003609624,TAM,19,1196,693
Tineidae,Tineinae,Trichophaga,tapetzella,Trichophaga tapetzella,1585243810,MISSA,82,102,85
Geometridae,Larentiinae,Colostygia,multistrigaria,Colostygia multistrigaria,1825924102,NHMUK,34,4684,3138
Pyralidae,Pyralinae,Endotricha,mesenterialis,Endotricha mesenterialis,A35-20131202-067,TESRI,71,530,347
Geometridae,Larentiinae,Trichopteryx,terranea,Trichopteryx terranea,V37-20190218-052,TESRI,34,4684,3138
Lasiocampidae,Lasiocampinae,Trabala,vishnou,Trabala vishnou,guttata,V31-20170909-081,44,159,68
Saturniidae,Ceratocampinae,Citioica,anthonilis,Citioica anthonilis,1039097733,YPM,74,676,311
Geometridae,Larentiinae,Rheumaptera,subhastata,Rheumaptera subhastata,2432292218,CSU,34,4684,3138
Geometridae,Larentiinae,Eupithecia,superans,Eupithecia superans,1321959324,USNM,34,4684,3138
Pieridae,Dismorphiinae,Enantia,lina,Enantia lina,1039060482,YPM,65,3082,856
Gelechiidae,Gelechiinae,Chionodes,tarmes,Chionodes tarmes,1319178925,USNM,33,410,359
Pieridae,Coliadinae,Eurema,lucina,Eurema lucina,1039055186,YPM,65,3082,856
Pieridae,Pierinae,Pieris,dubernardi,Pieris dubernardi,1135513846,NHMUK,65,3082,856
Erebidae,Arctiinae,Ctenucha,virginica,Ctenucha virginica,2432255402,CSU,27,5150,2706
Noctuidae,Noctuinae,Rungsianea,fontainei,Rungsianea fontainei,1587261084,MNHN,58,3700,2182
Nymphalidae,Limenitidinae,Euthalia,sahadeva,Euthalia sahadeva,1039132505,YPM,61,3999,1655
Lycaenidae,Theclinae,Deudorix,dinochares,Deudorix dinochares,1039026440,YPM,48,1283,600
Erebidae,Arctiinae,Tessella,grandis,Tessella grandis,1883280102,MNHN,27,5150,2706
Noctuidae,Acontiinae,Phyllophila,obliterata,Phyllophila obliterata,3003657832,TAM,58,3700,2182
Nymphalidae,Nymphalinae,Dymasia,dymas,Dymasia dymas,1039056508,YPM,61,3999,1655
Lycaenidae,Poritiinae,Iridana,hypocala,Iridana hypocala,1039095882,YPM,48,1283,600
Nymphalidae,Charaxinae,Charaxes,zelica,Charaxes zelica,1039034198,YPM,61,3999,1655
Sphingidae,Macroglossinae,Rethera,brandti,Rethera brandti,1826234331,NHMUK,79,641,398
Riodinidae,Riodininae,Eurybia,halimede,Eurybia halimede,2301952151,YPM,72,276,148
Tineidae,Unassigned,Pyloetis,mimosae,Pyloetis mimosae,A46-20150128-173,TESRI,82,102,85
Erebidae,Erebinae,Catocala,nupta,Catocala nupta,1039158523,YPM,27,5150,2706
Sphingidae,Sphinginae,Psilogramma,increta,Psilogramma increta,V11-20130810-177,TESRI,79,641,398
Nymphalidae,Limenitidinae,Euphaedra,janetta,Euphaedra janetta,1039162969,YPM,61,3999,1655
Limacodidae,Unassigned,Belippa,horrida,Belippa horrida,A47-20150512-065,TESRI,47,150,72
Erebidae,Erebinae,Catocala,junctura,Catocala junctura,1946089394,MISSA,27,5150,2706
Geometridae,Ennominae,Oenoptila,vappa,Oenoptila vappa,1321226573,USNM,34,4684,3138
Crambidae,Spilomelinae,Glyphodes,pyloalis,Glyphodes pyloalis,1838887257,MISSA,19,1196,693
Lycaenidae,Polyommatinae,Plebejus,orbitulus,Plebejus orbitulus,1039060429,YPM,48,1283,600
Gelechiidae,Gelechiinae,Faculta,inaequalis,Faculta inaequalis,1838845102,MISSA,33,410,359
Notodontidae,Notodontinae,Furcula,furcula,Furcula furcula,3017390767,UTE,60,741,530
Noctuidae,Noctuinae,Callyna,semivitta,Callyna semivitta,A34-20130506-087,TESRI,58,3700,2182
Noctuidae,Noctuinae,Anarta,luteola,Anarta luteola,2432333139,CSU,58,3700,2182
Geometridae,Sterrhinae,Zythos,avellanea,Zythos avellanea,V31-20170415-052,TESRI,34,4684,3138
Erebidae,Catocalinae,Zale,duplicata,Zale duplicata,2234819315,MISSA,27,5150,2706
Nymphalidae,Charaxinae,Archaeoprepona,demophon,Archaeoprepona demophon,1039070006,YPM,61,3999,1655
Saturniidae,Saturniinae,Gonimbrasia,hecate,Gonimbrasia hecate,1039137123,YPM,74,676,311
Drepanidae,Drepaninae,Drepana,curvatula,Drepana curvatula,3003745091,TAM,21,318,131
Erebidae,Lithosiinae,Crambidia,uniformis,Crambidia uniformis,1585264641,MISSA,27,5150,2706
Drepanidae,Drepaninae,Comibaena,flavicoma,Comibaena flavicoma,1317820007,USNM,21,318,131
Crambidae,Schoenobiinae,Macrochilo,litophora,Macrochilo litophora,1585268352,MISSA,19,1196,693
Noctuidae,Noctuinae,Athetis,stellata,Athetis stellata,A41-20140325-036,TESRI,58,3700,2182
Noctuidae,Acontiinae,Taraconica,transversa,Taraconica transversa,1424788311,MNHN,58,3700,2182
Geometridae,Sterrhinae,Idaea,semisericea,Idaea semisericea,1836106783,NHMUK,34,4684,3138
Hesperiidae,Pyrginae,Ouleus,terrens,Ouleus terrens,1317647717,USNM,39,1463,597
Noctuidae,Acronictinae,Harrisimemna,trisignata,Harrisimemna trisignata,1846473417,MISSA,58,3700,2182
Erebidae,Arctiinae,Lemyra,fallaciosa,Lemyra fallaciosa,A32-20111024-135,TESRI,27,5150,2706
Noctuidae,Noctuinae,Cosmia,restituta,Cosmia restituta,3003647228,TAM,58,3700,2182
Noctuidae,Heliothinae,Heliothis,maritima,Heliothis maritima,1847680817,NHMUK,58,3700,2182
Saturniidae,Saturniinae,Hyalophora,columbia,Hyalophora columbia,1039135261,YPM,74,676,311
Geometridae,Ennominae,Philedia,punctomacularia,Philedia punctomacularia,2432325565,CSU,34,4684,3138
Noctuidae,Acronictinae,Apsarasa,radians,Apsarasa radians,V32-20171007-141,TESRI,58,3700,2182
Papilionidae,Papilioninae,Lamproptera,curius,Lamproptera curius,1039036289,YPM,64,1096,364
Papilionidae,Papilioninae,Protographium,asius,Protographium asius,1039055910,YPM,64,1096,364
Pieridae,Coliadinae,Aphrissa,fluminensis,Aphrissa fluminensis,1317382303,USNM,65,3082,856
Pieridae,Pierinae,Catasticta,uricoecheae,Catasticta uricoecheae,1039191429,YPM,65,3082,856
Crambidae,Glaphyriinae,Eustixia,pupula,Eustixia pupula,1882812173,MISSA,19,1196,693
Pieridae,Dismorphiinae,Leptidea,duponcheli,Leptidea duponcheli,1321298833,USNM,65,3082,856
Geometridae,Larentiinae,Scelidacantha,triseriata,Scelidacantha triseriata,2432319075,CSU,34,4684,3138
Erebidae,Lymantriinae,Medama,diplaga,Medama diplaga,A46-20160602-145,TESRI,27,5150,2706
Erebidae,Arctiinae,Arctiarpia,mossi,Arctiarpia mossi,1838876434,MISSA,27,5150,2706
Nymphalidae,Danainae,Euploea,core,Euploea core,1039138397,YPM,61,3999,1655
Hesperiidae,Heteropterinae,Carterocephalus,silvicola,Carterocephalus silvicola,1039135939,YPM,39,1463,597
Noctuidae,Plusiinae,Syngrapha,sackenii,Syngrapha sackenii,2467776614,CSU,58,3700,2182
Geometridae,Ennominae,Nephodia,veninotata,Nephodia veninotata,1322067336,USNM,34,4684,3138
Pieridae,Pierinae,Pinacopteryx,eriphia,Pinacopteryx eriphia,1039200458,YPM,65,3082,856
Pieridae,Pierinae,Glutophrissa,epaphia,Glutophrissa epaphia,1317885022,USNM,65,3082,856
Geometridae,Sterrhinae,Scopula,marginepunctata,Scopula marginepunctata,3003642453,TAM,34,4684,3138
Euteliidae,Euteliinae,Eutelia,adoratrix,Eutelia adoratrix,3003633965,TAM,31,97,53
Notodontidae,Unassigned,Hemiceras,nigriplaga,Hemiceras nigriplaga,1322490707,USNM,60,741,530
Nolidae,Chloephorinae,Tyana,falcata,Tyana falcata,V37-20190218-050,TESRI,59,318,153
Noctuidae,Noctuinae,Matopo,plurilineata,Matopo plurilineata,1426631321,MNHN,58,3700,2182
Uraniidae,Uraniinae,Urania,sloanus,Urania sloanus,1055980512,NHMUK,85,70,27
Erebidae,Catocalinae,Drasteria,divergens,Drasteria divergens,2432368514,CSU,27,5150,2706
Notodontidae,Unassigned,Antaea,omana,Antaea omana,1319645284,USNM,60,741,530
Geometridae,Larentiinae,Stamnodes,topazata,Stamnodes topazata,2432318882,CSU,34,4684,3138
Noctuidae,Noctuinae,Agrotis,melanoneura,Agrotis melanoneura,2560722129,UHIM,58,3700,2182
Pyralidae,Phycitinae,Spatulipalpia,albistrialis,Spatulipalpia albistrialis,A55-20160614-256,TESRI,71,530,347
Erebidae,Herminiinae,Herminia,classeyi,Herminia classeyi,A35-20180906-094,TESRI,27,5150,2706
Geometridae,Sterrhinae,Scopula,rubiginata,Scopula rubiginata,3017396545,UTE,34,4684,3138
Geometridae,Sterrhinae,Calyptocome,penthemaria,Calyptocome penthemaria,1320503146,USNM,34,4684,3138
Noctuidae,Heliothinae,Heliocheilus,turbata,Heliocheilus turbata,1890893211,MISSA,58,3700,2182
Erebidae,Arctiinae,Elysius,conspersus,Elysius conspersus,1838878670,MISSA,27,5150,2706
Pyralidae,Phycitinae,Caristanius,decoloralis,Caristanius decoloralis,1988586096,MISSA,71,530,347
Drepanidae,Drepaninae,Callidrepana,patrana,Callidrepana patrana,A34-20130709-098,TESRI,21,318,131
Crambidae,Spilomelinae,Nacoleia,charesalis,Nacoleia charesalis,A37-20130806-101,TESRI,19,1196,693
Papilionidae,Papilioninae,Troides,plato,Troides plato,2446317890,NHMUK,64,1096,364
Noctuidae,Acronictinae,Acronicta,interrupta,Acronicta interrupta,2634738304,CSU,58,3700,2182
Erebidae,Arctiinae,Utetheisa,inconstans,Utetheisa inconstans,V36-20180519-062,TESRI,27,5150,2706
Geometridae,Ennominae,Plataea,triangularia,Plataea triangularia,1319629910,USNM,34,4684,3138
Nymphalidae,Biblidinae,Marpesia,petreus,Marpesia petreus,1039133731,YPM,61,3999,1655
Erebidae,Scoliopteryginae,Anomis,noctivolans,Anomis noctivolans,2560725328,UHIM,27,5150,2706
Geometridae,Larentiinae,Ecliptopera,muscicolor,Ecliptopera muscicolor,allobathra,V04-20130606-059,34,4684,3138
Noctuidae,Cuculliinae,Oncocnemis,polingii,Oncocnemis polingii,2432339102,CSU,58,3700,2182
Yponomeutidae,Yponomeutinae,Yponomeuta,plumbella,Yponomeuta plumbella,3003685808,TAM,87,29,28
Pieridae,Pierinae,Catasticta,revancha,Catasticta revancha,1056426325,NHMUK,65,3082,856
Nymphalidae,Heliconiinae,Cethosia,cyane,Cethosia cyane,1039156450,YPM,61,3999,1655
Geometridae,Ennominae,Ligdia,coctata,Ligdia coctata,3003635120,TAM,34,4684,3138
Limacodidae,Unassigned,Ceratonema,wilemani,Ceratonema wilemani,A35-20190424-277,TESRI,47,150,72
Erebidae,Aventiinae,Oruza,albigutta,Oruza albigutta,V40-20190712-024,TESRI,27,5150,2706
Nymphalidae,Charaxinae,Memphis,oenomais,Memphis oenomais,1321874016,USNM,61,3999,1655
Crambidae,Musotiminae,Uthinia,albisignalis,Uthinia albisignalis,V12-20140413-088,TESRI,19,1196,693
Saturniidae,Saturniinae,Attacus,atlas,Attacus atlas,atlas,A32-20180518-178,74,676,311
Riodinidae,Riodininae,Helicopis,cupido,Helicopis cupido,1039069632,YPM,72,276,148
Papilionidae,Papilioninae,Parides,aeneas,Parides aeneas,1039039633,YPM,64,1096,364
Erebidae,Arctiinae,Euchaetes,bolteri,Euchaetes bolteri,1838869259,MISSA,27,5150,2706
Nymphalidae,Satyrinae,Lethe,verma,Lethe verma,1039108778,YPM,61,3999,1655
Erebidae,Lymantriinae,Lymantria,sugii,Lymantria sugii,A58-20161012-200,TESRI,27,5150,2706
Geometridae,Larentiinae,Thera,firmata,Thera firmata,3017394609,UTE,34,4684,3138
Nymphalidae,Satyrinae,Lethe,monilifera,Lethe monilifera,2236803554,NHMUK,61,3999,1655
Geometridae,Ennominae,Pterotaea,macrocercos,Pterotaea macrocercos,2432334082,CSU,34,4684,3138
Noctuidae,Heliothinae,Heliolonche,pictipennis,Heliolonche pictipennis,2244419833,MISSA,58,3700,2182
Lycaenidae,Polyommatinae,Lepidochrysops,gigantea,Lepidochrysops gigantea,1039129999,YPM,48,1283,600
Erebidae,Calpinae,Calyptra,fletcheri,Calyptra fletcheri,V37-20190708-003,TESRI,27,5150,2706
Erebidae,Arctiinae,Kishidaria,takamukui,Kishidaria takamukui,A32-20120523-143,TESRI,27,5150,2706
Noctuidae,Acontiinae,Ozarba,partita,Ozarba partita,1502535232,MNHN,58,3700,2182
Noctuidae,Acronictinae,Acronicta,hercules,Acronicta hercules,A41-20180418-120,TESRI,58,3700,2182
Erebidae,Arctiinae,Lithosia,quadra,Lithosia quadra,1825997568,NHMUK,27,5150,2706
Notodontidae,Unassigned,Hemiceras,constellata,Hemiceras constellata,1322140053,USNM,60,741,530
Geometridae,Geometrinae,Argyrocosma,inductaria,Argyrocosma inductaria,A58-20181111-064,TESRI,34,4684,3138
Geometridae,Ennominae,Heterostegania,lunulosa,Heterostegania lunulosa,V04-20140721-120,TESRI,34,4684,3138
Riodinidae,Riodininae,Emesis,cypria,Emesis cypria,1039147318,YPM,72,276,148
Pieridae,Coliadinae,Eurema,simulatrix,Eurema simulatrix,1837857156,NHMUK,65,3082,856
Noctuidae,Noctuinae,Mythimna,pallens,Mythimna pallens,3017417672,UTE,58,3700,2182
Geometridae,Geometrinae,Aplasta,ononaria,Aplasta ononaria,1825952057,NHMUK,34,4684,3138
Drepanidae,Drepaninae,Leucoblepsis,taiwanensis,Leucoblepsis taiwanensis,A35-20140101-112,TESRI,21,318,131
Geometridae,Geometrinae,Orothalassodes,hypocrites,Orothalassodes hypocrites,1826441799,NHMUK,34,4684,3138
Erebidae,Lithosiinae,Callisthenia,ruberrima,Callisthenia ruberrima,1883280126,MNHN,27,5150,2706
Pieridae,Pierinae,Anthocharis,sara,Anthocharis sara,2432284181,CSU,65,3082,856
Noctuidae,Noctuinae,Xestia,infimatis,Xestia infimatis,2432332661,CSU,58,3700,2182
Geometridae,Larentiinae,Psaliodes,apostata,Psaliodes apostata,1317796350,USNM,34,4684,3138
Geometridae,Ennominae,Microgonia,nigrinotata,Microgonia nigrinotata,1318469004,USNM,34,4684,3138
Adelidae,Adelinae,Nemophora,aurora,Nemophora aurora,A47-20150318-081,TESRI,1,33,22
Nymphalidae,Charaxinae,Fountainea,nessus,Fountainea nessus,1039161512,YPM,61,3999,1655
Erebidae,Erebinae,Fodina,contigua,Fodina contigua,A61-20180515-107,TESRI,27,5150,2706
Hesperiidae,Pyrginae,Celotes,nessus,Celotes nessus,1039159372,YPM,39,1463,597
Geometridae,Ennominae,Nipteria,deformis,Nipteria deformis,1322372623,USNM,34,4684,3138
Lycaenidae,Theclinae,Thecla,giapor,Thecla giapor,1320576679,USNM,48,1283,600
Gelechiidae,Dichomeridinae,Dichomeris,diva,Dichomeris diva,1838882528,MISSA,33,410,359
Geometridae,Larentiinae,Mnesiloba,dentifascia,Mnesiloba dentifascia,A43-20150408-074,TESRI,34,4684,3138
Erebidae,Hypeninae,Hypena,lignealis,Hypena lignealis,A38-20140206-022,TESRI,27,5150,2706
Erebidae,Arctiinae,Araeomolis,rhodographa,Araeomolis rhodographa,1838876331,MISSA,27,5150,2706
Erebidae,Erebinae,Catocala,hymenaea,Catocala hymenaea,1039160084,YPM,27,5150,2706
Noctuidae,Plusiinae,Syngrapha,ignea,Syngrapha ignea,1838858766,MISSA,58,3700,2182
Pieridae,Pierinae,Hypsochila,wagenknechti,Hypsochila wagenknechti,1321921660,USNM,65,3082,856
Hesperiidae,Hesperiinae,Amblyscirtes,tolteca,Amblyscirtes tolteca,2432267860,CSU,39,1463,597
Nymphalidae,Apaturinae,Apaturopsis,cleochares,Apaturopsis cleochares,1039070750,YPM,61,3999,1655
Euteliidae,Stictopterinae,Lophoptera,hemithyris,Lophoptera hemithyris,A43-20170629-072,TESRI,31,97,53
Erebidae,Erebinae,Cephena,costata,Cephena costata,A55-20160614-150,TESRI,27,5150,2706
Nymphalidae,Satyrinae,Satyrus,ferula,Satyrus ferula,1039172004,YPM,61,3999,1655
Lycaenidae,Theclinae,Thecla,philinna,Thecla philinna,1837858012,NHMUK,48,1283,600
Nymphalidae,Limenitidinae,Euriphene,ribensis,Euriphene ribensis,1039100336,YPM,61,3999,1655
Lycaenidae,Theclinae,Thecla,rana,Thecla rana,1319419021,USNM,48,1283,600
Nymphalidae,Biblidinae,Cyrestis,paulinus,Cyrestis paulinus,1039120290,YPM,61,3999,1655
Pieridae,Pierinae,Pereute,telthusa,Pereute telthusa,1317544791,USNM,65,3082,856
Schreckensteiniidae,Unassigned,Euhomalocera,heliosema,Euhomalocera heliosema,1825775945,NHMUK,75,2,2
Crambidae,Spilomelinae,Botyodes,diniasalis,Botyodes diniasalis,V34-20180316-027,TESRI,19,1196,693
Pieridae,Coliadinae,Colias,hecla,Colias hecla,2432281111,CSU,65,3082,856
Pieridae,Pierinae,Anthocharis,scolymus,Anthocharis scolymus,3017461264,UTE,65,3082,856
Crambidae,Spilomelinae,Lipararchis,tranquillalis,Lipararchis tranquillalis,A63-20180319-026,TESRI,19,1196,693
Lycaenidae,Poritiinae,Mimeresia,debora,Mimeresia debora,1039073428,YPM,48,1283,600
Nymphalidae,Danainae,Lycorea,ilione,Lycorea ilione,1039129883,YPM,61,3999,1655
Erebidae,Arctiinae,Pygarctia,abdominalis,Pygarctia abdominalis,2432259751,CSU,27,5150,2706
Papilionidae,Papilioninae,Graphium,cyrnus,Graphium cyrnus,1039027982,YPM,64,1096,364
Noctuidae,Noctuinae,Hemieuxoa,rudens,Hemieuxoa rudens,2560346900,CSU,58,3700,2182
Noctuidae,Acontiinae,Acontia,paphos,Acontia paphos,1587261213,MNHN,58,3700,2182
Erebidae,Boletobiinae,Tamba,taiwana,Tamba taiwana,A41-20180813-034,TESRI,27,5150,2706
Papilionidae,Papilioninae,Graphium,nomius,Graphium nomius,1039202111,YPM,64,1096,364
Geometridae,Sterrhinae,Organopoda,carnearia,Organopoda carnearia,carnearia,A32-20111226-050,34,4684,3138
Euteliidae,Euteliinae,Penicillaria,maculata,Penicillaria maculata,V37-20190603-067,TESRI,31,97,53
Geometridae,Ennominae,Sabulodes,unicolor,Sabulodes unicolor,1322073143,USNM,34,4684,3138
