,Taxon,Sex,Name,Suborder,Family,Species
1855,Macroheterocera|Noctuidae|Xyleninae|Leucapamea feketeanyaka,Male,"Leucapamea feketeanyaka Zilli, Varga, Ronkay & Ronkay, 2009_male_Cien_01",Macroheterocera,Noctuidae,Leucapamea feketeanyaka
1856,Macroheterocera|Noctuidae,Male,"Leucapamea formosensis (Hampson, 1910)_male_Guanyuan_01",Macroheterocera,Noctuidae,Leucapamea formosensis
1857,Macroheterocera|Noctuidae|Xyleninae|Leucapamea tsueyluana,Male,"Leucapamea tsueyluana Chang, 1991_male_Guanwu_29-VII-2011_SWu&WCChang-011-1_800px",Macroheterocera,Noctuidae,Leucapamea tsueyluana
1858,Microlepidoptera|Crambidae|Analyta apicalis,Female,Leucinodes apicalis_female_Nangang_10-VI-2015_SWu_1,Microlepidoptera,Crambidae,Analyta apicalis
1859,Macroheterocera|Drepanidae|Leucoblepsis fenestraria,Male,Leucobrepsis fenestraria_male_Mingchi_23-V-2012_SWu_TFRI145578_1,Macroheterocera,Drepanidae,Leucoblepsis fenestraria
1860,Macroheterocera|Drepanidae|Leucoblepsis taiwanensis,Male,Leucobrepsis taiwanensis_male_19-III-2013_SWu_TFRI169618_1,Macroheterocera,Drepanidae,Leucoblepsis taiwanensis
1861,Macroheterocera|Sphingidae|Leucophlebia lineata,Male,Leucophlebia lineata_male__DSH9365-8 combine V01-20130629-021,Macroheterocera,Sphingidae,Leucophlebia lineata
1862,Macroheterocera|Notodontidae|Liparopsis postalbida,Male,Liparopsis postalbida_male_Yulao_19-V-2015-6_Logan6_1,Macroheterocera,Notodontidae,Liparopsis postalbida
1863,Microlepidoptera|Pyralidae|Lista haraldusalis,Female,Lista haraldusalis 長臂彩叢螟蛾_22mm_female_ESRI,Microlepidoptera,Pyralidae,Lista haraldusalis
1864,Macroheterocera|Noctuidae|Xyleninae|Lithophane remota,Male,Lithophane remota_male_800px,Macroheterocera,Noctuidae,Lithophane remota
1865,Macroheterocera|Noctuidae|Xyleninae|Lithophane remota,Male,Lithophane remota_male_Hohuanshan_ESRI_009,Macroheterocera,Noctuidae,Lithophane remota
1866,Macroheterocera|Noctuidae|Xyleninae|Lithophane trimorpha,Male,Lithophane trimorpha_male-2_800px,Macroheterocera,Noctuidae,Lithophane trimorpha
1867,Macroheterocera|Noctuidae|Xyleninae|Lithophane trimorpha,Male,Lithophane trimorpha_male_800px,Macroheterocera,Noctuidae,Lithophane trimorpha
1868,Macroheterocera|Noctuidae|Xyleninae|Lithophane trimorpha,Female,Lithophane trimorpha_NSMT2015_192_1_800,Macroheterocera,Noctuidae,Lithophane trimorpha
1869,Macroheterocera|Noctuidae|Xyleninae|Lithophane venusta yazakii,Male,Lithophane venusta_800px,Macroheterocera,Noctuidae,Lithophane venusta yazakii
1870,Macroheterocera|Noctuidae|Xyleninae|Lithophane venusta yazakii,Female,Lithophane venusta_female_800px,Macroheterocera,Noctuidae,Lithophane venusta yazakii
1871,Macroheterocera|Noctuidae|Hadeninae|Lithopolia tadaokanoi,Female,Lithopolia tadaokanoi_female_PT nov-01_Ray-yan_14-II-2012_SWu&WCChang-01,Macroheterocera,Noctuidae,Lithopolia tadaokanoi
1872,Macroheterocera|Noctuidae|Hadeninae|Lithopolia tadaokanoi,Male,Lithopolia tadaokanoi_male_HT_Guanwu_27-II-2011_SWu&WCChang_1800,Macroheterocera,Noctuidae,Lithopolia tadaokanoi
1873,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Notata parva,Female,Lithosiinae_female_Sikanshui_27-XI-2017_SWu&WCChang_mana,Macroheterocera,Erebidae,Notata parva
1874,Macroheterocera|Geometridae|Larentiinae|Lobogonia aculeata,Male,Lobogonia aculeata_male_Meifeng_20-VII-2015_52_1_1_800px,Macroheterocera,Geometridae,Lobogonia aculeata
1875,Macroheterocera|Geometridae|Larentiinae|Lobogonia sphagnata,Female,Lobogonia sphagnata_female_Anmashan_VI-2013_001_800,Macroheterocera,Geometridae,Lobogonia sphagnata
1876,Macroheterocera|Geometridae|Larentiinae|Lobogonia sphagnata,Male,Lobogonia sphagnata_male_Guanwu_17-VI-2015_SWu&MOwada_133_800px,Macroheterocera,Geometridae,Lobogonia sphagnata
1877,Macroheterocera|Geometridae|Larentiinae|Lobogonodes dactylotypa,Female,Lobogonodes dactylotypa_female__TFRI_20161208_43,Macroheterocera,Geometridae,Lobogonodes dactylotypa
1878,Macroheterocera|Geometridae|Larentiinae|Lobogonodes dactylotypa,Male,Lobogonodes dactylotypa_male_ESG4508-18 combine (1)_LCShih_800,Macroheterocera,Geometridae,Lobogonodes dactylotypa
1879,Macroheterocera|Geometridae|Larentiinae|Lobogonodes permarmorata,Female,Lobogonodes permarmorata_female_ESRI_01_dissected_mana,Macroheterocera,Geometridae,Lobogonodes permarmorata
1880,Macroheterocera|Geometridae|Larentiinae|Lobogonodes permarmorata,Male,Lobogonodes permarmorata_male_Shihshan_5-X-2011_SWu&WCCHang_TFRI156968_01_1,Macroheterocera,Geometridae,Lobogonodes permarmorata
1881,Macroheterocera|Geometridae|Larentiinae|Lobogonodes permarmorata,Male,Lobogonodes permarmorata_male_Zizhong_27-I-2018_CHMa_TFRI195517_01_800,Macroheterocera,Geometridae,Lobogonodes permarmorata
1882,Macroheterocera|Geometridae|Larentiinae|Lobogonodes shiushioui,Female,Lobogonodes shiushioui_female_Xiangyang_2320m_4-VIII-2015_CMFu&WHCheng_CCMF_1,Macroheterocera,Geometridae,Lobogonodes shiushioui
1883,Macroheterocera|Geometridae|Larentiinae|Lobogonodes shiushioui,Male,Lobogonodes sp_male_Guanwu_01,Macroheterocera,Geometridae,Lobogonodes shiushioui
1884,Macroheterocera|Geometridae|Larentiinae|Lobogonodes taiwana,Female,Lobogonodes taiwana_female_Guanwu_4-VIII-2015_HYHuang_02_1_1_1_800px,Macroheterocera,Geometridae,Lobogonodes taiwana
1885,Macroheterocera|Geometridae|Larentiinae|Lobogonodes taiwana,Male,Lobogonodes taiwana_male_800px,Macroheterocera,Geometridae,Lobogonodes taiwana
1886,Macroheterocera|Geometridae|Larentiinae|Lobogonodes shiushioui,Male,Lobogonodes_male_Shishan_006,Macroheterocera,Geometridae,Lobogonodes shiushioui
1887,Microlepidoptera|Pyralidae|Locastra muscosalis,Male,Locastra muscosalis 綴葉叢螟_37 mm_male_ESRI,Microlepidoptera,Pyralidae,Locastra muscosalis
1888,Macroheterocera|Erebidae|Lymantriinae|Locharna strigipennis,Female,Locharna strigipennis_female_Nanrenshan_14-VIII-2010_SWu-03,Macroheterocera,Erebidae,Locharna strigipennis
1889,Macroheterocera|Erebidae|Lymantriinae|Locharna strigipennis,Female,Locharna strigipennis_female_SWUBR2018-316-1,Macroheterocera,Erebidae,Locharna strigipennis
1890,Macroheterocera|Erebidae|Lymantriinae|Locharna strigipennis,Male,Locharna strigipennis_male_Bashienshan(892m)_25-VI-2011_Swu&WCCHang,Macroheterocera,Erebidae,Locharna strigipennis
1891,Macroheterocera|Saturniidae|Loepa formosensis,Female,Loepa formosensis_female_800px,Macroheterocera,Saturniidae,Loepa formosensis
1892,Macroheterocera|Saturniidae|Loepa formosensis,Male,Loepa formosensis_male_800px,Macroheterocera,Saturniidae,Loepa formosensis
1893,Macroheterocera|Saturniidae|Loepa formosensis,Male,Loepa formosensis_male_SWUBR2018-085,Macroheterocera,Saturniidae,Loepa formosensis
1894,Macroheterocera|Saturniidae|Loepa formosensis,Male,Loepa formosensis_male_SWUBR2018-085_1800,Macroheterocera,Saturniidae,Loepa formosensis
1895,Macroheterocera|Saturniidae|Loepa mirandula,Female,Loepa mirandula_female_800px,Macroheterocera,Saturniidae,Loepa mirandula
1896,Macroheterocera|Saturniidae|Loepa mirandula,Male,Loepa mirandula_male_800px,Macroheterocera,Saturniidae,Loepa mirandula
1897,Macroheterocera|Geometridae|Ennominae|Lomographa anoxys,Female,Lomographa anoxys_female_Wulin_TFRI177417_01_dissected,Macroheterocera,Geometridae,Lomographa anoxys
1898,Macroheterocera|Geometridae|Ennominae|Lomographa anoxys,Male,Lomographa anoxys_male_Shihshan_TFRI156328_01_dissected,Macroheterocera,Geometridae,Lomographa anoxys
1899,Macroheterocera|Geometridae|Ennominae|Lomographa chinhuaiwangi,Male,Lomographa chinhuaiwangi_01,Macroheterocera,Geometridae,Lomographa chinhuaiwangi
1900,Macroheterocera|Geometridae|Ennominae|Lomographa chinhuaiwangi,Female,Lomographa chinhuaiwangi_female_Zhongzhiguan_9-III-2016_CMFu&WHCheng_CCMF_1,Macroheterocera,Geometridae,Lomographa chinhuaiwangi
1901,Macroheterocera|Geometridae|Ennominae|Lomographa chinhuaiwangi,Male,Lomographa chinhuaiwangi_male_Cien_16-IV-2013_SWu&WCChang_01,Macroheterocera,Geometridae,Lomographa chinhuaiwangi
1902,Macroheterocera|Geometridae|Ennominae|Lomographa chinhuaiwangi,Male,Lomographa chinhuaiwangi_male_Dahanshan_27-II-2016_CHWang_01,Macroheterocera,Geometridae,Lomographa chinhuaiwangi
1903,Macroheterocera|Geometridae|Ennominae|Lomographa claripennis,Male,Lomographa claripennis_03_dissected,Macroheterocera,Geometridae,Lomographa claripennis
1904,Macroheterocera|Geometridae|Ennominae|Lomographa claripennis,Female,Lomographa claripennis_05_dissected,Macroheterocera,Geometridae,Lomographa claripennis
1905,Macroheterocera|Geometridae|Ennominae|Lomographa claripennis,Male,Lomographa claripennis_male_dissected_TFRI_20170105_007,Macroheterocera,Geometridae,Lomographa claripennis
1906,Macroheterocera|Geometridae|Ennominae|Lomographa guttulata,Female,"Lomographa guttulata Yazaki, 1994_male_Tsueifeng_27-I-2015_SWu_TFRI_800",Macroheterocera,Geometridae,Lomographa guttulata
1907,Macroheterocera|Geometridae|Ennominae|Lomographa guttulata,Female,Lomographa guttulata_female_Meifeng-14-II-2012)SWu&WCChang-14,Macroheterocera,Geometridae,Lomographa guttulata
1908,Macroheterocera|Geometridae|Ennominae|Lomographa inamata,Female,Lomographa inamata_female,Macroheterocera,Geometridae,Lomographa inamata
1909,Macroheterocera|Geometridae|Ennominae|Lomographa inamata,Male,Lomographa inamata_male,Macroheterocera,Geometridae,Lomographa inamata
1910,Macroheterocera|Geometridae|Ennominae|Lomographa inamata,Male,Lomographa inamata_male_TFRI_20170105_001,Macroheterocera,Geometridae,Lomographa inamata
1911,Macroheterocera|Geometridae|Ennominae|Lomographa jhonjhihguanensis,Female,Lomographa jhonjhihguanensis_female_Tianchi_2280m_A52-20160601-163_800,Macroheterocera,Geometridae,Lomographa jhonjhihguanensis
1912,Macroheterocera|Geometridae|Ennominae|Lomographa jhonjhihguanensis,Male,Lomographa jhonjhihguanensis_male_HT_ESRI_07,Macroheterocera,Geometridae,Lomographa jhonjhihguanensis
1913,Macroheterocera|Geometridae|Ennominae|Lomographa lungtanensis,Female,Lomographa lungtanensis_female_Jianshi_1-III-2019_SWu_TFRI204925_1,Macroheterocera,Geometridae,Lomographa lungtanensis
1914,Macroheterocera|Geometridae|Ennominae|Lomographa margarita,Male,"Lomographa margarita (Moore, 1868)_07_dissected",Macroheterocera,Geometridae,Lomographa margarita
1915,Macroheterocera|Geometridae|Ennominae|Lomographa margarita,Female,"Lomographa margarita (Moore, 1868)_09_dissected",Macroheterocera,Geometridae,Lomographa margarita
1916,Macroheterocera|Geometridae|Ennominae|Lomographa perapicata,Male,"Lomographa perapicata (Wehrli, 1924)_male_FBG_10-IV-2015_SWu&WCChang_53_1_800",Macroheterocera,Geometridae,Lomographa perapicata
1917,Macroheterocera|Geometridae|Ennominae|Lomographa perapicata,Female,Lomographa perapicata_femlae_Cilan_420_4-V-2018_SWu_TFRI_01_ed,Macroheterocera,Geometridae,Lomographa perapicata
1918,Macroheterocera|Geometridae|Ennominae|Lomographa percnosticta,Male,Lomographa percnosticta_male_065,Macroheterocera,Geometridae,Lomographa percnosticta
1919,,,Lomographa percnosticta_male_Guanwu_17-VI-2015_SWu&MOwada_109_2400,,,Lomographa percnosticta
1920,Macroheterocera|Geometridae|Ennominae|Lomographa platyleucata marginata,Female,Lomographa platyleucata marginata_female_800px,Macroheterocera,Geometridae,Lomographa platyleucata marginata
1921,Macroheterocera|Geometridae|Ennominae|Lomographa platyleucata marginata,Male,Lomographa platyleucata marginata_male_Meifeng-14-II-2012)SWu&WCChang-13,Macroheterocera,Geometridae,Lomographa platyleucata marginata
1922,Macroheterocera|Geometridae|Ennominae|Lomographa platyleucata marginata,Male,Lomographa platyleucata marginata_male_Taipingshan_29-VIII-2014_SWu&WCChang_35,Macroheterocera,Geometridae,Lomographa platyleucata marginata
1923,Macroheterocera|Geometridae|Ennominae|Lomographa siyuanensis,Male,Lomographa siyuanensis_male_Siyuanyakou_15-IV-2013_SWu_mana,Macroheterocera,Geometridae,Lomographa siyuanensis
1924,Macroheterocera|Geometridae|Ennominae|Lophobates corticea,Male,Lophobates corticea_male_Takjingxi_19-VI-2015_SWu&WCChang_003_1_1_800,Macroheterocera,Geometridae,Lophobates corticea
1925,Macroheterocera|Geometridae|Ennominae|Lophobates corticea,Male,Lophobates corticea_male_Tianwan_28-VII-2016_APCheng_15_1,Macroheterocera,Geometridae,Lophobates corticea
1926,Macroheterocera|Geometridae|Ennominae|Lophobates corticea,Male,Lophobates corticea_male_Xingbaiyang_20-VIII-2015_SWu_1,Macroheterocera,Geometridae,Lophobates corticea
1927,Macroheterocera|Geometridae|Ennominae|Lophobates ochrolaria,Male,Lophobates ochrolaria_male_800,Macroheterocera,Geometridae,Lophobates ochrolaria
1928,Macroheterocera|Notodontidae|Lophontosia fusca,Male,Lophontosia fusca_male_MCE0750_21-22-VII-2015_SWu_01,Macroheterocera,Notodontidae,Lophontosia fusca
1929,Macroheterocera|Noctuidae|Lophonyctinae|Lophonycta neoconfusa,Female,"Lophonycta neoconfusa Chang, 1991_female_PT_NMNS 01",Macroheterocera,Noctuidae,Lophonycta neoconfusa
1930,Macroheterocera|Noctuidae|Lophonyctinae|Lophonycta neoconfusa,Male,Lophonycta neoconfusa Chang_800,Macroheterocera,Noctuidae,Lophonycta neoconfusa
1931,Macroheterocera|Geometridae|Geometrinae|Lophophelma iterans onerosus,Male,Lophophelma iterans onerosus_male_Tianwan_29-VII-2014_04_1_800,Macroheterocera,Geometridae,Lophophelma iterans onerosus
1932,Macroheterocera|Geometridae|Geometrinae|Lophophelma taiwana,Female,Lophophelma taiwana_female_Cilan_4-V-2018_SWu_TFRI_04,Macroheterocera,Geometridae,Lophophelma taiwana
1933,Macroheterocera|Geometridae|Geometrinae|Lophophelma taiwana,Male,Lophophelma taiwana_male_Tianwan_28-VII-2016_APCheng_14_1,Macroheterocera,Geometridae,Lophophelma taiwana
1934,Macroheterocera|Euteliidae|Lophoptera hemithyris,Female,Lophoptera hemithyris_female_Meifeng_20-VII-2015_80_1_1_800px,Macroheterocera,Euteliidae,Lophoptera hemithyris
1935,Macroheterocera|Euteliidae|Lophoptera hemithyris,Female,Lophoptera hemithyris_female_Qeidongjiashan_11-VIII-2015_03_1_1_800px,Macroheterocera,Euteliidae,Lophoptera hemithyris
1936,Macroheterocera|Euteliidae|Lophoptera hemithyris,Male,Lophoptera hemithyris_male__Qaedongjiashan_,Macroheterocera,Euteliidae,Lophoptera hemithyris
1937,Macroheterocera|Euteliidae|Lophoptera longipennis,Male,Lophoptera longipennis_male_MOH,Macroheterocera,Euteliidae,Lophoptera longipennis
1938,Macroheterocera|Erebidae|Boletobiinae|Lophoruza albicostalis,Female,Lophoruza albicostalis_female_Kantoushan_29-III-2014_005_800,Macroheterocera,Erebidae,Lophoruza albicostalis
1939,Macroheterocera|Noctuidae|Xyleninae|Loxopamea rufus,Male,Loscopia scotoptera insularis_NOC_23,Macroheterocera,Noctuidae,Loxopamea rufus
1940,Macroheterocera|Geometridae|Ennominae|Loxaspilates arrizanaria,Male,Loxaspilates arrizanaria_male_800,Macroheterocera,Geometridae,Loxaspilates arrizanaria
1941,Macroheterocera|Geometridae|Ennominae|Loxaspilates biformata,Male and Female,Loxaspilates biformata,Macroheterocera,Geometridae,Loxaspilates biformata
1942,Macroheterocera|Geometridae|Ennominae|Loxaspilates biformata,Female,Loxaspilates biformata_female_800,Macroheterocera,Geometridae,Loxaspilates biformata
1943,Macroheterocera|Geometridae|Ennominae|Loxaspilates biformata,Female,Loxaspilates biformata_male,Macroheterocera,Geometridae,Loxaspilates biformata
1944,Macroheterocera|Geometridae|Ennominae|Loxaspilates biformata,Male,Loxaspilates biformata_male_Yunfeng_NMNS,Macroheterocera,Geometridae,Loxaspilates biformata
1945,Macroheterocera|Geometridae|Ennominae|Loxaspilates densihastigera,Male,Loxaspilates densihastigera  粗斑嶁尺蛾_male_34mm_800,Macroheterocera,Geometridae,Loxaspilates densihastigera
1946,Macroheterocera|Geometridae|Ennominae|Loxaspilates montuosa,Male,"Loxaspilates montuosa Inoue, 1983_male_Guanyuan_11-I-2013_01",Macroheterocera,Geometridae,Loxaspilates montuosa
1947,Macroheterocera|Geometridae|Ennominae|Loxaspilates montuosa,Male,Loxaspilates montuosa_male_731LoggingTrial_28-IV-2018_CCYang_01,Macroheterocera,Geometridae,Loxaspilates montuosa
1948,Macroheterocera|Geometridae|Ennominae|Loxaspilates montuosa,Male,Loxaspilates montuosa_male_800,Macroheterocera,Geometridae,Loxaspilates montuosa
1949,Macroheterocera|Geometridae|Ennominae|Loxaspilates montuosa,Male,Loxaspilates montuosa_male_Xiaofengko_17-VIII-2015_SWu_07,Macroheterocera,Geometridae,Loxaspilates montuosa
1950,Macroheterocera|Geometridae|Ennominae|Loxaspilates montuosa,Male,Loxaspilates montuosa_male_Xiaofengko_17-VIII-2015_SWu_08,Macroheterocera,Geometridae,Loxaspilates montuosa
1951,Macroheterocera|Geometridae|Ennominae|Loxaspilates nakajimai,Female,"Loxaspilates nakajimai Inoue, 1983_female_Xiaofengko_14-VIII-2012_SWu&WCCHang-10",Macroheterocera,Geometridae,Loxaspilates nakajimai
1952,Macroheterocera|Geometridae|Ennominae|Loxaspilates nakajimai,Female,Loxaspilates nakajimai_female_Chilai_IX-2012_010,Macroheterocera,Geometridae,Loxaspilates nakajimai
1953,Macroheterocera|Geometridae|Ennominae|Loxaspilates nakajimai,Male,Loxaspilates nakajimai_male_800,Macroheterocera,Geometridae,Loxaspilates nakajimai
1954,Macroheterocera|Erebidae|Erebinae|Loxioda similis,Male,Loxioda similis_male_Guanwu_17-VII-2015_SWu_06_1,Macroheterocera,Erebidae,Loxioda similis
1955,Macroheterocera|Noctuidae|Xyleninae|Loxopamea rufus,Female,Loxopamea rufus_female_MCE3000_23-24-VII-2015_SWu_02 (1)_2400px,Macroheterocera,Noctuidae,Loxopamea rufus
1956,Macroheterocera|Noctuidae|Xyleninae|Loxopamea rufus,Female,Loxopamea rufus_female_NSMT2015_276_800px,Macroheterocera,Noctuidae,Loxopamea rufus
1957,Macroheterocera|Noctuidae|Xyleninae|Loxopamea rufus,Male,Loxopamea rufus_male_Chilai_IX-2012_003,Macroheterocera,Noctuidae,Loxopamea rufus
1958,Macroheterocera|Noctuidae|Xyleninae|Loxopamea rufus,Male,Loxopamea rufus_male_MCE3000_23-24-VII-2015_SWu_01 (2)_2400px,Macroheterocera,Noctuidae,Loxopamea rufus
1959,Macroheterocera|Noctuidae|Xyleninae|Loxopamea rufus,Male,Loxopamea rufus_male_MCE3000_24-25-VII-2015_SWu_01 (1)_2400px,Macroheterocera,Noctuidae,Loxopamea rufus
1960,Macroheterocera|Noctuidae|Xyleninae|Loxopamea rufus,Male,Loxopamea rufus_male_NSMT2015_278_800px,Macroheterocera,Noctuidae,Loxopamea rufus
1961,Macroheterocera|Geometridae|Ennominae|Luxiaria amasa amasa,Male,Luxiaria amasa amasa_Jianshi_11-I-2020_SWu002,Macroheterocera,Geometridae,Luxiaria amasa amasa
1962,Macroheterocera|Geometridae|Ennominae|Luxiaria amasa amasa,Male,Luxiaria amasa_male_800,Macroheterocera,Geometridae,Luxiaria amasa amasa
1963,Macroheterocera|Geometridae|Ennominae|Luxiaria costinota,Male,Luxiaria costinota_male_Shouka_13-XII-2012_003,Macroheterocera,Geometridae,Luxiaria costinota
1964,Macroheterocera|Geometridae|Ennominae|Luxiaria mitorrhaphes,Male,Luxiaria mitorrhaphes_male_800,Macroheterocera,Geometridae,Luxiaria mitorrhaphes
1965,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Miltochrista arcuata,Female,Lyclene arcuata_Fengnan_17-XI-2015_SWu_02_1,Macroheterocera,Erebidae,Miltochrista arcuata
1966,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Miltochrista arcuata,Male,Lyclene arcuta_male_140526_Fushan_SWu_13,Macroheterocera,Erebidae,Miltochrista arcuata
1967,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Lyclene mediobliqua,Female,Lyclene mediobliqua_female_01,Macroheterocera,Erebidae,Lyclene mediobliqua
1968,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Lyclene mediobliqua,Male,Lyclene mediobliqua_male_3_01,Macroheterocera,Erebidae,Lyclene mediobliqua
1969,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Lyclene mediobliqua,Male,Lyclene mediobliqua_male_HT_TFRI-01_800,Macroheterocera,Erebidae,Lyclene mediobliqua
1970,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Miltochrista mediobliqua,Male,Lyclene mediobliqua_male_Nanzixianxi_TFRI116139_01_800,Macroheterocera,Erebidae,Miltochrista mediobliqua
1971,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Lyclene mediobliqua,Male,Lyclene mediobliqua_male_PT_TFRI-01_800,Macroheterocera,Erebidae,Lyclene mediobliqua
1972,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Lyclene wenchiyehi,Male,Lyclene wenchiyehi_male_HT_01,Macroheterocera,Erebidae,Lyclene wenchiyehi
1973,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Miltochrista wenchiyehi,Male,Lyclene wenchiyehi_male_MSE2000_19-20-XI-2015_1,Macroheterocera,Erebidae,Miltochrista wenchiyehi
1974,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Miltochrista yimingcheni,Male,Lyclene yimingcheni_male_Guanwu_25-VI-2015_007,Macroheterocera,Erebidae,Miltochrista yimingcheni
1975,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Lyclene yimingcheni,Male,Lyclene yimingcheni_male_HT_01,Macroheterocera,Erebidae,Lyclene yimingcheni
1976,Macroheterocera|Erebidae|Taxocampinae|Lygephila dorsigera,Male,Lygephila kishidai_female_42mm,Macroheterocera,Erebidae,Lygephila dorsigera
1977,Macroheterocera|Erebidae|Taxocampinae|Lygephila yoshimotoi,Male,Lygephila yoshimotoi_male_40mm,Macroheterocera,Erebidae,Lygephila yoshimotoi
1978,Macroheterocera|Erebidae|Lymantriinae|Lymantria concolor concolor,Male,Lymantria concolor concolor_Biluxi_1-VII-2015_SSLu_09_1_800,Macroheterocera,Erebidae,Lymantria concolor concolor
1979,Macroheterocera|Erebidae|Lymantriinae|Lymantria concolor concolor,Female,Lymantria concolor concolor_female_Daxueshan_3-X-2020_CCYang_mana,Macroheterocera,Erebidae,Lymantria concolor concolor
1980,Macroheterocera|Erebidae|Lymantriinae|Lymantria concolor concolor,Female,Lymantria concolor_female_70mm_800px,Macroheterocera,Erebidae,Lymantria concolor concolor
1981,Macroheterocera|Erebidae|Lymantriinae|Lymantria grisea,Female,Lymantria grisea_female_Meifeng_20-VII-2015_12_1_1_800px,Macroheterocera,Erebidae,Lymantria grisea
1982,Macroheterocera|Erebidae|Lymantriinae|Lymantria grisea,Male,Lymantria grisea_male_Anmashan_17-VI-2013_TFRI164216-01,Macroheterocera,Erebidae,Lymantria grisea
1983,Macroheterocera|Erebidae|Lymantriinae|Lymantria iris,Male,Lymantria iris_male_NTU_1,Macroheterocera,Erebidae,Lymantria iris
1984,Macroheterocera|Erebidae|Lymantriinae|Lymantria marginata,Female,Lymantria marginata_female_Lianhuachih_NSYSU00560_26-VII-2005_SHYen-1,Macroheterocera,Erebidae,Lymantria marginata
1985,Macroheterocera|Erebidae|Lymantriinae|Lymantria mathura subpallida,Male,Lymantria mathura subpallida_male_FBG_23-VIII-2010_SWu-15,Macroheterocera,Erebidae,Lymantria mathura subpallida
1986,Macroheterocera|Erebidae|Lymantriinae|Lymantria pulverea,Female,Lymantria pulverea_female_44mm_800px,Macroheterocera,Erebidae,Lymantria pulverea
1987,Macroheterocera|Erebidae|Lymantriinae|Lymantria pulverea,Female,Lymantria pulverea_female_800px,Macroheterocera,Erebidae,Lymantria pulverea
1988,Macroheterocera|Erebidae|Lymantriinae|Lymantria pulverea,Male,Lymantria pulverea_male_38mm_800px,Macroheterocera,Erebidae,Lymantria pulverea
1989,Macroheterocera|Erebidae|Lymantriinae|Lymantria pulverea,Male,Lymantria pulverea_male_MCE2000_(21-VII-2015)_02 (1)_1_1_800px,Macroheterocera,Erebidae,Lymantria pulverea
1990,Macroheterocera|Erebidae|Lymantriinae|Lymantria sinica,Female,Lymantria sinica_female_Fengnan_17-XI-2015-SWu,Macroheterocera,Erebidae,Lymantria sinica
1991,Macroheterocera|Erebidae|Lymantriinae|Lymantria sinica,Female,Lymantria sinica_female_FL,Macroheterocera,Erebidae,Lymantria sinica
1992,Macroheterocera|Erebidae|Lymantriinae|Lymantria sinica,Male,Lymantria sp_male_Aowanda_8-XI-2012_SWu&WCCHang_800px,Macroheterocera,Erebidae,Lymantria sinica
1993,Macroheterocera|Erebidae|Lymantriinae|Lymantria sugii,Female,"Lymantria sugii (Kishida, 1986)_female_01",Macroheterocera,Erebidae,Lymantria sugii
1994,Macroheterocera|Erebidae|Lymantriinae|Lymantria sugii,Male,"Lymantria sugii (Kishida, 1986)_male_01",Macroheterocera,Erebidae,Lymantria sugii
1995,Macroheterocera|Erebidae|Lymantriinae|Lymantria umbrifera,Female,Lymantria umbrifera_female_MOH,Macroheterocera,Erebidae,Lymantria umbrifera
1996,Macroheterocera|Erebidae|Lymantriinae|Lymantria xylina xylina,Male,Lymantria xylina xylina_male_FBG_23-VIII-2010_SWu-14,Macroheterocera,Erebidae,Lymantria xylina xylina
1997,Macroheterocera|Erebidae|Lymantriinae|Lymantria xylina xylina,Male,Lymantria xylina xylina_male_Jianshi_9-VI-2018_SWu_03,Macroheterocera,Erebidae,Lymantria xylina xylina
1998,Macroheterocera|Erebidae|Lymantriinae|Lymantria monacha,Male,Lymnatria monacha  細紋絡毒蛾.jpeg_1,Macroheterocera,Erebidae,Lymantria monacha
1999,Macroheterocera|Erebidae|Lymantriinae|Lymantria monacha,Female,Lymnatria monacha_femlae_56mm_800px,Macroheterocera,Erebidae,Lymantria monacha
2000,Macroheterocera|Erebidae|Lymantriinae|Lymantria monacha,Male,Lymnatria monacha_male_44mm_800px,Macroheterocera,Erebidae,Lymantria monacha
2001,Macroheterocera|Erebidae|Herminiinae|Lysimelia amis,Male,Lysimelia amis_male_Hongye_10-VI-2013_002_TFRI_800px,Macroheterocera,Erebidae,Lysimelia amis
2002,Macroheterocera|Erebidae|Herminiinae|Lysimelia amis,Male,Lysimelia amis_male_Hongye_TFRI_800px,Macroheterocera,Erebidae,Lysimelia amis
2003,Macroheterocera|Erebidae|Herminiinae|Lysimelia lucidoides,Female,Lysimelia lucidoides_female_NSMT449_800px,Macroheterocera,Erebidae,Lysimelia lucidoides
2004,Macroheterocera|Erebidae|Herminiinae|Lysimelia lucidoides,Female,Lysimelia lucidoides_female_Taiwan_NSMT2014_800px,Macroheterocera,Erebidae,Lysimelia lucidoides
2005,Macroheterocera|Erebidae|Herminiinae|Lysimelia lucidoides,Male,Lysimelia lucidoides_male_NSMT448_800px,Macroheterocera,Erebidae,Lysimelia lucidoides
