Event,Sample_No.,Altitude,Group,Superfamily,Family,Genus,Species,Sex,Subfamily,Tribe,Code,Species_previous,W_length,B_length,TT_Weight,RS_Weight_with_pin,RS_Weight_pin,RS_Weight,秤重,note,已量針,RS_Weight(old),RS_Weight_old,Hot,Cold,Temp_min,Temp_max,Temp_avg ,Hot,Cold,Temp_min,Temp_max,Temp_avg,,Coll_data,Coll_date,coll_temp,species_meanCT,Note
MCRS,ASIZHX115294,1511,macromoth,Geometroidea,Geometridae,Parectropis,Parectropis subflava,male,,,345152,Parectropis subflava,18.56,14.52,,,,,1,身體已空,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115295,1511,macromoth,Geometroidea,Geometridae,Garaeus,Garaeus apicata formosanus,male,,,414090,Garaeus apicata formosanus,,12.66,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115296,1511,macromoth,Geometroidea,Geometridae,Lomographa,Lomographa platyleucata marginata,male,,,345026,Lomographa platyleucata marginata,,13.48,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115297,1511,macromoth,Geometroidea,Geometridae,Alcis,Alcis taiwanovariegata,male,,,404682,Alcis taiwanovariegata,,12.65,,,,0.0101,1,無針直接秤蛾,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115298,1511,macromoth,Geometroidea,Geometridae,Alcis,Alcis taiwanovariegata,male,,,404682,Alcis taiwanovariegata,,15.08,,0.0597,0.0475,0.0122,1,,,0.0137,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115299,1511,macromoth,Geometroidea,Geometridae,Arichanna,Arichanna marginata,male,,,344673,Arichanna marginata,13.88,13.65,,0.0604,,,,,,0.0144,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115300,1511,macromoth,Geometroidea,Geometridae,Alcis,Alcis taiwanovariegata,male,,,404682,Alcis taiwanovariegata,18.32,14.7,,0.062,0.047,0.015,1,,,0.016,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115301,1511,macromoth,Geometroidea,Geometridae,Alcis,Alcis taiwanovariegata,female,,,404682,Alcis taiwanovariegata,18.85,13.48,,,,0.0241,1,無針直接秤蛾,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115302,1511,macromoth,Geometroidea,Geometridae,Arichanna,Arichanna marginata,male,,,344673,Arichanna marginata,,13.86,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115303,1511,macromoth,Geometroidea,Geometridae,Alcis,Alcis taiwanovariegata,male,,,404682,Alcis taiwanovariegata,,15.2,,,,0.0161,1,無針直接秤蛾,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115304,1511,macromoth,Noctuoidea,Noctuidae,Stenoloba,Stenoloba glauca,male,,,423985,Stenoloba ronkayi,14.53,11.05,,0.0647,,,,,,0.0187,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115305,1511,macromoth,Noctuoidea,Noctuidae,Stenoloba,Stenoloba nora,female,,,346765,Stenoloba nora,12.78,11.34,,0.059,,,,,,0.013,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115306,1511,macromoth,Noctuoidea,Noctuidae,Stenoloba,Stenoloba nora,male,,,346765,Stenoloba nora,11.99,10.59,,0.0581,,,,,,0.0121,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115307,1511,macromoth,Noctuoidea,Erebidae,Plecoptera,Plecoptera siderogramma,female,,,431555,Plecoptera siderogramma,12.99,9.82,,0.0566,,,,,,0.0106,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115308,1511,macromoth,Noctuoidea,Erebidae,,,male,,,,,,15.4,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115309,1511,macromoth,Noctuoidea,Erebidae,Semiothisops,Semiothisops macariata,male,,,346716,Semiothisops macariata,22.78,19.61,,0.0782,,,,,,0.0322,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115310,1511,macromoth,Geometroidea,Geometridae,Pachyodes,Pachyodes subtrita,male,,,432593,Pachyodes subtrita,29.63,21.97,,0.0965,,,,,,0.0505,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115311,1511,macromoth,Drepanoidea,Drepanidae,Oreta,Oreta brunnea,male,,,344444,Oreta brunnea,,11.64,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115312,1511,macromoth,Geometroidea,Geometridae,Achrosis,Achrosis rufescens,male,,,344960,Hypochrosis rufescens,13,9.72,,0.0529,0.0469,0.006,1,,,0.0069,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115313,1511,macromoth,Geometroidea,Geometridae,Achrosis,Achrosis rufescens,male,,,344960,Hypochrosis rufescens,11.59,14.71,,,,,1,身體已空,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115314,1511,macromoth,Geometroidea,Geometridae,Achrosis,Achrosis rufescens,female,,,344960,Hypochrosis rufescens,17.59,12.1,,0.0589,0.0467,0.0122,1,,,0.0129,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115315,1511,macromoth,Geometroidea,Geometridae,Achrosis,Achrosis rufescens,male,,,344960,Hypochrosis rufescens,14.75,10.56,,0.0563,0.0464,0.0099,1,,,0.0103,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115316,1511,macromoth,Geometroidea,Geometridae,Achrosis,Achrosis rufescens,male,,,344960,Hypochrosis rufescens,15.31,11.7,,0.0587,0.0466,0.0121,1,,,0.0127,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115317,1511,macromoth,Geometroidea,Geometridae,Achrosis,Achrosis rufescens,female,,,344960,Hypochrosis rufescens,14.17,9.42,,0.0573,0.0465,0.0108,1,還有115720-115729,,0.0113,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115318,1511,macromoth,Noctuoidea,Notodontidae,Syntypistis,Syntypistis comatus,male,,,347051,Syntypistis comatus,21.59,19.18,,0.0795,0.0471,0.0324,1,,,0.0335,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115319,1511,macromoth,Noctuoidea,Notodontidae,Uropyia,Uropyia meticulodina,male,,,347065,Uropyia meticulodina,,22.01,,,,0.1363,1,無針直接秤蛾,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115320,1511,macromoth,Noctuoidea,Notodontidae,Uropyia,Uropyia meticulodina,male,,,347065,Uropyia meticulodina,,22.1,,,,0.0723,1,無針直接秤蛾,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115321,1511,macromoth,Noctuoidea,Notodontidae,Uropyia,Uropyia meticulodina,male,,,347065,Uropyia meticulodina,,19.31,,,,0.0515,1,無針直接秤蛾,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115322,1511,macromoth,Noctuoidea,Nolidae,Tympanistes,Tympanistes rubidorsalis,female,,,429833,Tympanistes rubidorsalis,,18.64,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115323,1511,macromoth,Geometroidea,Geometridae,Dindica,Dindica wilemani,male,,,344784,Dindica wilemani,24.24,23.33,,0.1472,,,,,,0.1012,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115324,1511,macromoth,Geometroidea,Geometridae,Dindica,Dindica wilemani,male,,,344784,Dindica wilemani,,19.95,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115325,1511,macromoth,Noctuoidea,Notodontidae,Hupodonta,Hupodonta lignea,male,,,346979,Hupodonta lignea,25.26,23.25,,0.1483,,,,,,0.1023,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115326,1511,macromoth,Bombycoidea,Bombycidae,Triuncina,Triuncina brunnea,male,,,343984,Triuncina brunnea,16.32,14.32,,0.0609,,,,,,0.0149,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115327,1511,macromoth,Bombycoidea,Bombycidae,Triuncina,Triuncina brunnea,male,,,343984,Triuncina brunnea,,13.17,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115328,1511,macromoth,Noctuoidea,Noctuidae,Cosmia,Cosmia moderata,female,,,346171,Cosmia moderata,22.14,18.27,,0.1132,,,,,,0.0672,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115329,1511,macromoth,Noctuoidea,Noctuidae,Cosmia,Cosmia moderata,male,,,346171,Cosmia moderata,18.84,15.78,,0.0854,,,,,,0.0394,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115330,1511,macromoth,Noctuoidea,Nolidae,Tympanistes,Tympanistes rubidorsalis,male,,,429833,Tympanistes rubidorsalis,23.98,19.56,,0.1298,,,,,,0.0838,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115331,1511,macromoth,Noctuoidea,Notodontidae,Formofentonia,Formofentonia orbifer rotundata,male,,,346968,Formofentonia orbifer rotundata,,18.42,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115332,1511,macromoth,Noctuoidea,Notodontidae,Formofentonia,Formofentonia orbifer rotundata,male,,,346968,Formofentonia orbifer rotundata,20.93,17.2,,0.0851,,,,,,0.0391,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115333,1511,macromoth,Noctuoidea,Erebidae,,,male,,,,,,20.75,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115334,1511,macromoth,Noctuoidea,Erebidae,,,male,Lymantriinae,,,,18.92,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115335,1511,macromoth,Noctuoidea,Noctuidae,,,male,,,,,,13.74,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115336,1511,macromoth,Noctuoidea,Noctuidae,,,,,,,,,15.55,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115337,1511,macromoth,Noctuoidea,Noctuidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115338,1511,macromoth,Geometroidea,Geometridae,,,male,,,,,,16.61,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115339,1511,macromoth,Geometroidea,Geometridae,,,male,,,,,,14.09,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115340,1511,macromoth,Geometroidea,Geometridae,,,male,,,,,,17.24,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115341,1511,micromoth,Pyraloidea,Crambidae,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115342,1511,macromoth,Noctuoidea,Nolidae,Westermannia,Westermannia elliptica elliptica,female,,,346938,Westermannia elliptica elliptica,17.92,16.47,,0.0678,,,,,,0.0218,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115343,1511,macromoth,Noctuoidea,Noctuidae,,,,,,,,,11.86,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115344,1511,macromoth,Noctuoidea,Erebidae,Calliteara,Calliteara horishanella,male,,,345813,Calliteara grotei horishanella,,17.93,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115345,1511,macromoth,Noctuoidea,Erebidae,Euproctis,Euproctis purpureofasciata,male,,,345849,Euproctis purpureofasciata,14.91,9.95,,0.0607,0.0474,0.0133,1,,,0.0147,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115346,1511,macromoth,Noctuoidea,Erebidae,,,male,,,,,,9.21,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115347,1511,macromoth,Geometroidea,Geometridae,Euryobeidia,Euryobeidia largeteaui,male,,,344871,Euryobeidia largeteaui,,16.97,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115348,1511,macromoth,Geometroidea,Geometridae,,,,,,,,,9.28,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115349,1511,macromoth,Noctuoidea,Nolidae,Earias,Earias sp.,male,,,,Earias sp.,9.61,8.44,,0.0513,,,,,,0.0053,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115350,1511,macromoth,Noctuoidea,Noctuidae,,,male,,,,,10.67,10.68,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115351,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana sp. 1,male,,,,Cyana sp. nr. subalba,17.62,13.95,,0.0604,0.0469,0.0135,1,,,0.0144,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115352,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana sp. 1,male,,,,Cyana sp. nr. subalba,17.65,13.56,,0.0669,0.0468,0.0201,1,,,0.0209,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115353,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana sp. 1,male,,,,Cyana sp. nr. subalba,,14.55,,0.0655,0.0467,0.0188,1,,,0.0195,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115354,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana sp. 1,male,,,,Cyana sp. nr. subalba,18.66,15.87,,0.064,0.0471,0.0169,1,,,0.018,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115355,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana sp. 1,male,,,,Cyana sp. nr. subalba,,14.68,,0.0628,0.0473,0.0155,1,,,0.0168,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115356,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana sp. 1,male,,,,Cyana sp. nr. subalba,16.61,12.63,,0.0578,0.0466,0.0112,1,,,0.0118,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115357,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana sp. 1,male,,,,Cyana sp. nr. subalba,16.13,12.59,,0.0605,0.0467,0.0138,1,,,0.0145,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115358,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana sp. 1,male,,,,Cyana sp. nr. subalba,17.23,18.55,,0.0607,0.0465,0.0142,1,,,0.0147,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115359,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana sp. 1,female,,,,Cyana sp. nr. subalba,18.72,12.31,,0.07,0.0469,0.0231,1,,,0.024,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115360,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana sp. 1,female,,,,Cyana sp. nr. subalba,18.13,11.72,,0.072,0.0468,0.0252,1,,,0.026,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115361,1511,macromoth,Noctuoidea,Erebidae,Nephelomilta,Nephelomilta karenkonis,male,,,431952,Kailasha effracta,12.7,9.82,,0.0553,0.0463,0.009,1,,,0.0093,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115362,1511,macromoth,Noctuoidea,Erebidae,Nephelomilta,Nephelomilta karenkonis,male,,,431952,Kailasha effracta,13.58,10.81,,0.0567,0.0464,0.0103,1,,,0.0107,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115363,1511,macromoth,Noctuoidea,Erebidae,Nephelomilta,Nephelomilta karenkonis,male,,,431952,Kailasha effracta,12.91,11.09,,0.056,0.0478,0.0082,1,,,0.01,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115364,1511,macromoth,Noctuoidea,Erebidae,Cyana,Cyana formosana,male,,,343827,Cyana formosana,15.13,13.69,,0.0561,0.0463,0.0098,1,,,0.0101,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115365,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista yueh,male,,,,Miltochrista taiwana,15.23,11.03,,0.0561,0.0468,0.0093,1,,,0.0101,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115366,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,female,,,,Lyclene mid-elevation form,12.6,8.34,,0.0566,0.0479,0.0087,1,,,0.0106,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115367,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,male,,,,Lyclene mid-elevation form,12,8.6,,0.0521,0.0471,0.005,1,,,0.0061,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115368,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,male,,,,Lyclene mid-elevation form,10.98,7.79,,0.051,0.0467,0.0043,1,,,0.005,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115369,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,male,,,,Lyclene mid-elevation form,11.51,7.72,,0.0524,0.0468,0.0056,1,,,0.0064,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115370,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,male,,,,Lyclene mid-elevation form,12.06,7.69,,0.0531,0.0478,0.0053,1,,,0.0071,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115371,1511,macromoth,Noctuoidea,Erebidae,Sesapa,Sesapa kishidai,male,,,,Miltochrista yenlingcheni,11.51,8.38,,0.0499,,,,,,0.0039,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115372,1511,macromoth,Noctuoidea,Erebidae,Sesapa,Sesapa kishidai,male,,,,Miltochrista yenlingcheni,10.34,7.05,,0.0504,,,,,,0.0044,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115373,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,male,,,,Lyclene sp.,9.99,8.68,,,,0.0045,1,無針直接秤蛾,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115374,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,female,,,,Lyclene sp.,11.02,5.8,,0.0497,0.0459,0.0038,1,,,0.0037,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115375,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,male,,,,Lyclene sp.,11.28,7.99,,0.0522,0.0462,0.006,1,,,0.0062,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115376,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,female,,,,Lyclene sp.,10.35,8.35,,0.0503,0.0467,0.0036,1,,,0.0043,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115377,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,female,,,,Lyclene sp.,11.12,8.69,,0.05,0.0466,0.0034,1,,,0.004,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115378,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,male,,,,Lyclene sp.,,7.2,,,,,1,身體已空,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115379,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,male,,,,Lyclene sp.,,7.45,,,,,1,身體已空,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115380,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,male,,,,Lyclene sp.,10.96,7.59,,0.0513,0.0477,0.0036,1,,,0.0053,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115381,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,female,,,,Lyclene sp.,,6.99,,,,,1,無身體,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115382,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,male,,,,Lyclene sp.,11.49,8.25,,0.0515,0.0476,0.0039,1,,,0.0055,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115383,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,female,,,,Lyclene sp.,10.35,8.33,,0.0515,0.0467,0.0048,1,,,0.0055,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115384,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,female,,,,Lyclene sp.,,7.41,,,,0.0057,1,無針直接秤蛾,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115385,1511,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista wenchiyehi,female,,,,Lyclene sp.,11.02,,,,,,1,無身體,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115386,1511,macromoth,Noctuoidea,Erebidae,,,female,Lithosiinae,,,,9.54,5.35,,0.0491,,,,,,0.0031,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115387,1511,macromoth,Noctuoidea,Erebidae,Hemipsilia,Hemipsilia coavestis,female,,,343875,Hemipsilia coavestis,9.6,6.04,,0.0492,,,,,,0.0032,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115388,1511,macromoth,Noctuoidea,Erebidae,Hemipsilia,Hemipsilia coavestis,female,,,343875,Hemipsilia coavestis,9.4,6.68,,0.0489,,,,,,0.0029,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115389,1511,macromoth,Noctuoidea,Erebidae,,,male,,,,,10.18,8.09,,0.0502,,,,,,0.0042,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115390,1511,macromoth,Noctuoidea,Erebidae,Hesudra,Hesudra divisa,male,,,343773,Hesudra divisa,18.02,14.17,,0.064,0.0465,0.0175,1,,,0.018,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115391,1511,macromoth,Noctuoidea,Erebidae,Hesudra,Hesudra divisa,female,,,343773,Hesudra divisa,18.01,11.53,,0.0625,0.0466,0.0159,1,,,0.0165,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115392,1511,macromoth,Noctuoidea,Erebidae,Hesudra,Hesudra divisa,female,,,343773,Hesudra divisa,,12.8,,,,0.0117,1,無針直接秤蛾,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115393,1511,macromoth,Noctuoidea,Erebidae,Eilema,Eilema sp. 1,male,,,,Eilema sp.,15.28,11.97,,0.0631,,,,,,0.0171,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115394,1511,macromoth,Noctuoidea,Erebidae,Eilema,Eilema sp. 1,female,,,,Eilema sp.,17.57,12.56,,0.0606,,,,,,0.0146,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115395,1511,macromoth,Noctuoidea,,,,,,,,,,11.01,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115396,1511,macromoth,Noctuoidea,Erebidae,Stigmatophora,Stigmatophora karenkonis,male,,,432975,Stigmatophora karenkonis,,12.15,,,,0.0107,1,無針直接秤蛾,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115397,1511,macromoth,Geometroidea,Geometridae,,,female,Sterrhinae,,,,,10.07,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115398,1511,macromoth,Noctuoidea,Noctuidae,,,male,,,,,11.58,10.16,,0.0595,,,,,,0.0135,0.046,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115399,1511,macromoth,Geometroidea,Geometridae,,,,Ennominae,,,,,14.68,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115400,1511,macromoth,Noctuoidea,Notodontidae,,,,,,,,,20.85,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115401,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115402,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115403,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115404,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115405,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115406,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115407,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115408,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115409,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115410,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115411,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115412,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115413,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115414,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115415,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115416,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115417,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115418,1511,micromoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
MCRS,ASIZHX115419,1511,macromoth,Noctuoidea,Noctuidae,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,MCE1500,20150720,,,
