No.,,label,Family,ID_20210210,ID(ima),Note_2021,Note,Sex,leg,Altitude,Date,,https://docs.google.com/spreadsheets/d/1RHkhHfEt1v9-deuz8HKdCWCuM4Mm_BVllWvMIyoT8iw/edit#gid=698436074,Species,Sex,Dw(g),NOTE,N_W_length,N_B_length,疊,籤,檔案日期,影像問題,Note_Chiou_Specimen,Note_thermal,Hot,Cold,Before.jpg,Temp_min_bf,Temp_max_bf,Temp_avg_bf,After.jpg,Temp_min,Temp_max,Temp_avg,點測,,,,
CATT0485,485,,Noctuidae,CA_NOC18,CA_NOC18,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.03100,,14.78,12.36,,,,,,,1,0,1811_IR.jpg,15.7,15.9,15.8,1821_IR.jpg,35.5,43.8,39.8,,,,,
CATT0484,484,,Erebidae,CA_LIT11,CA_LIT11,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00450,右翅破損量左翅:12.13,,10,,,,,,,1,0,1787_IR.jpg,14.3,14.5,14.4,1803_IR.jpg,36.9,41.5,38.9,,,,,
CATT0483,483,,Geometridae,CA_GEO117,CA_GEO117,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02330,,20.62,17.94,,,,,,,0,1,1785_IR.jpg,14.6,15.1,14.9,1807_IR.jpg,2.2,7.5,5.9,,,,,
CATT0482,482,,Geometridae,CA_GEO49,CA_GEO103,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01430,,19.42,13.07,,,,,,,0,1,1783_IR.jpg,14.9,15.1,14.9,1797_IR.jpg,-3,0.3,-0.4,,,,,
CATT0481,481,,Geometridae,CA_GEO11,,,,,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02240,,26.43,17.73,,,,,,,1,0,1777_IR.jpg,15.1,15.4,15.3,1795_IR.jpg,39.5,42.2,40.4,,,,,
CATT0480,480,,Erebidae,CA_LIT03,CA_LIT03,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02830,,18.23,12.02,,,,,,,1,0,1775_IR.jpg,15.5,15.6,15.6,1809_IR.jpg,37.9,41.6,39.7,,,,,
CATT0479,479,,Geometridae,CA_Abaxas_sp2,,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02480,,26.94,17.49,,,,,,,1,0,1773_IR.jpg,15.3,154,15.3,1789_IR.jpg,34.4,37.2,35.1,,,,,
CATT0478,478,,Geometridae,CA_GEO11,,,,,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02110,,26.78,18.28,,,,,,,0,1,1771_IR.jpg,14.8,15.1,14.9,1813_IR.jpg,4.3,11.6,7,,,,,
CATT0477,477,,Noctuidae,CA_NOC19,CA_NOC19,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.05910,,18.39,18.7,,,,,,,0,1,1753_IR.jpg,16,16.3,16.2,1801_IR.jpg,-0.6,2.9,1.3,,,,,
CATT0476,476,,Geometridae,CA_GEO05,CA_GEO05,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02020,,16.71,13.53,,,,,,,1,0,1767_IR.jpg,15.1,15.3,15.3,1793_IR.jpg,37.4,43.7,39.6,,,,,
CATT0475,475,,Erebidae,CA_LIT75,CA_LIT75,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02640,,19.06,12.34,,,,,,,0,1,1763_IR.jpg,15.6,15.8,15.7,1791_IR.jpg,2.4,7.2,5.8,,,,,
CATT0474,474,,Erebidae,CA_LYM33,CA_LYM33,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01920,,18.05,11.73,,,,,,,0,1,1759_IR.jpg,15.7,15.9,15.8,1779_IR.jpg,-2,-0.1,-0.6,,,,,
CATT0473,473,,Nolidae,CA_NOL01,CA_NOL01,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02920,,18.12,12.61,,,,,,,1,0,1757_IR.jpg,15,15.1,15,1781_IR.jpg,35,37.2,36,,,,,
CATT0472,472,,Erebidae,CA_ERE07,CA_ERE07,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.24670,,37.91,27.28,,,,,,,1,0,1755_IR.jpg,16.1,16.5,16.3,1805_IR.jpg,35.6,41.6,38.1,,,,,
CATT0471,471,,Geometridae,CA_GEO141,CA_GEO141,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01510,,16.56,12.04,,,,,,,,,1799_IR.jpg,-1.2,1.4,0,,,,,,,,,
CATT0470,470,,Erebidae,CA_LIT33,CA_LIT33,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00380,,9.78,5.9,,,,,,,0,1,1751_IR.jpg,16.2,16.5,16.3,1765_IR.jpg,-2.8,-0.5,-1.7,,,,,
CATT0469,469,,Erebidae,CA_ERE07,CA_ERE07,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.20100,,36.35,28.28,,,,,,,1,0,1727_IR.jpg,16.1,16.3,16.2,1761_IR.jpg,32.3,43.6,35.3,,,,,
CATT0468,468,,Erebidae,CA_ERE07,CA_ERE07,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.19570,,34.55,26.81,,,,,,,,,1739_IR.jpg,5.5,11.7,10.1,,,,,,,,,
CATT0467,467,,Notodontidae,CA_NOT05,CA_NOT05,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.04450,,21.15,15.19,,,,,,,1,0,1725_IR.jpg,15.2,15.5,15.4,1749_IR.jpg,43,44.7,44,,,,,
CATT0466,466,,Erebidae,CA_LIT01,CA_LIT01,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.05410,,21.76,15.69,,,,,,,0,1,1721_IR.jpg,14.8,15.1,15,1743_IR.jpg,1.6,3.8,3.1,,,,,
CATT0465,465,,Geometridae,CA_GEO117,CA_GEO117,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02000,,19.58,15.52,,,,,,,1,0,1719_IR.jpg,15.9,16.1,16,1735_IR.jpg,39.5,41.4,40.2,,,,,
CATT0464,464,,Geometridae,CA_GEO117,CA_GEO117,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02300,,21.04,15.56,,,,,,,0,1,1717_IR.jpg,15.7,15.8,15.7,1737_IR.jpg,-1.8,0.5,-0.2,,,,,
CATT0463,463,,Erebidae,CA_LIT03,CA_LIT03,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02050,,16.78,12.08,,,,,,,1,0,1713_IR.jpg,15.4,15.5,15.4,1747_IR.jpg,39.9,43.1,41.8,,,,,
CATT0462,462,,Geometridae,CA_GEO120,CA_GEO120,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01570,,17.37,13.7,,,,,,,1,0,1709_IR.jpg,15,15.3,15.2,1731_IR.jpg,38.4,44.6,40.7,,,,,
CATT0461,461,,Erebidae,CA_ERE07,CA_ERE07,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.37850,,38.54,28.12,,,,,,,1,0,1707_IR.jpg,15.7,16.1,15.9,1741_IR.jpg,35.6,40.3,38.2,,,,,
CATT0460,460,,Erebidae,CA_ERE07,CA_ERE07,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.26600,,37.01,28.94,,,,,,,0,1,1705_IR.jpg,15.5,15.8,15.6,1729_IR.jpg,3.4,6.6,5.4,,,,,
CATT0459,459,,Tortricidae,CA_MIC21,CA_MIC21,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00600,,10.35,9.24,,,,,,,1,0,1703_IR.jpg,18.4,19.3,19,1723_IR.jpg,37.8,42.3,39.6,,,,,
CATT0458,458,,Erebidae,CA_ERE08,CA_ERE08,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.30280,,46.23,31.12,,,,,,,0,1,1701_IR.jpg,16.3,16.6,16.4,1733_IR.jpg,5.6,9.3,8.2,,,,,
CATT0457,457,,Geometridae,CA_GEO87,CA_GEO87,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.03190,,20.44,14.6,,,,,,,1,0,1687_IR.jpg,14.6,14.8,14.8,1711_IR.jpg,33.6,39.8,36.4,,,,,
CATT0456,456,,Erebidae,CA_LIT75,CA_LIT09,modify,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01030,,18.64,11.74,,,,,,,1,0,1685_IR.jpg,16.2,16.4,16.3,1697_IR.jpg,35.8,39.3,36.9,,,,,
CATT0455,455,,Geometridae,CA_GEO120,CA_GEO120,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01130,,16.47,11.54,,,,,,,0,1,1681_IR.jpg,15.7,16,15.9,1699_IR.jpg,-1.9,-0.9,-1.2,,,,,
CATT0454,454,,Geometridae,CA_GEO89,CA_GEO89,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02340,,19.4,16.32,,,,,,,0,1,1679_IR.jpg,14.5,14.7,14.6,1715_IR.jpg,0.4,1.6,1.2,,,,,
CATT0453,453,,Geometridae,CA_GEO80,CA_GEO80,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02270,,18.56,12.59,,,,,,,1,0,1669_IR.jpg,15.3,15.6,15.5,1683_IR.jpg,34.6,37.3,35.4,,,,,
CATT0452,452,,Erebidae,CA_HER21,CA_HER22,modify,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00700,,11.92,9.95,,,,,,,1,0,1667_IR.jpg,14.8,15.1,14.9,1689_IR.jpg,39.6,42.4,40.2,,,,,
CATT0451,451,,Erebidae,CA_LIT09,CA_LIT09,,RSimage,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00780,,15.25,10.75,,,,,,,0,1,1665_IR.jpg,14.1,14.4,14.3,1693_IR.jpg,0.7,4.8,3.2,,,,,
CATT0450,450,,Pyralidae,CA_PYR01,CA_PYR01,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00220,,9.18,7.23,,,,,,,1,0,1661_IR.jpg,15.2,15.4,15.3,1675_IR.jpg,39.6,41.5,40.7,,,,,
CATT0449,449,,Geometridae,CA_GEO80,CA_GEO80,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.03130,,20.14,13.9,,,,,,,0,1,1657_IR.jpg,15,15.6,15.4,1695_IR.jpg,1.1,3.4,1.9,,,,,
CATT0448,448,,Erebidae,CA_LIT33,CA_LIT33,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00180,0號針,8.47,6.1,,,,,,,1,0,1655_IR.jpg,14.7,15.2,14.8,1671_IR.jpg,40.1,41.9,41.3,,,,,
CATT0447,447,,Erebidae,CA_HER21,CA_HER22,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00900,,14.33,12.28,,,,,,,0,1,1653_IR.jpg,14.2,14.9,14.5,1677_IR.jpg,0,2.3,1.4,,,,,
CATT0446,446,,Geometridae,CA_GEO05,CA_GEO05,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01410,,16.47,12.8,,,,,,,0,1,1651_IR.jpg,14.7,15,14.9,1663_IR.jpg,2.5,4,3.4,,,,,
CATT0445,445,,Crambidae,CA_CRA122,CA_CRA122,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01330,,14.95,13.08,,,,,,,1,0,1649_IR.jpg,14,14.4,14.1,1659_IR.jpg,32.8,36.3,33.9,,,,,
CATT0444,444,,Pyralidae,CA_PYR05,CA_PYR05,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01300,,11.86,10.68,,,,,,,1,0,1647_IR.jpg,14,14.3,14.2,1673_IR.jpg,37.8,40.4,38.9,,,,,
CATT0443,443,,Erebidae,CA_HER21,CA_HER22,modify,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01350,,13.98,11.56,,,,,,,0,1,1645_IR.jpg,14.2,14.4,14.3,1691_IR.jpg,0.4,4.2,2.2,,,,,
CATT0442,442,,Noctuidae,CA_NOC-Diarsia-2,,,,,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02570,,13,11.73,,,,,,,0,1,1637_IR.jpg,16.5,16.8,16.7,1639_IR.jpg,1.4,2.9,2.2,,,,,
CATT0441,441,,Erebidae,CA_LIT33,CA_LIT33,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00260,0號針,9.13,5.71,,,,,,,,,1625_IR.jpg,15.5,15.8,15.6,,,,,,,,,
CATT0440,440,,Geometridae,CA_GEO-Larentiinae-3,,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00280,0號針,9.24,6.91,,,,,,,1,0,1623_IR.jpg,16.4,16.7,16.5,1631_IR.jpg,36.8,43.2,39.2,,,,,
CATT0439,439,,Erebidae,CA_HER21,CA_HER22,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00840,,13.09,11.66,,,,,,,0,1,1619_IR.jpg,17.2,17.5,17.4,1627_IR.jpg,1.4,4.3,3.6,,,,,
CATT0438,438,,Geometridae,CA_GEO14,CA_GEO14,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.04590,,27.6,19.12,,,,,,,0,1,1609_IR.jpg,16.7,17,16.9,1621_IR.jpg,3.7,5.8,5.1,,,,,
CATT0437,437,,Erebidae,CA_HER21,CA_HER22,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01150,,13.23,12.27,,,,,,,1,0,1605_IR.jpg,15.5,15.7,15.6,1629_IR.jpg,42,44.1,42.8,,,,,
CATT0436,436,,Geometridae,CA_GEO61,CA_GEO61,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01080,,14.46,11.48,,,,,,,0,1,1603_IR.jpg,15.9,16.7,16.2,1617_IR.jpg,0.1,2.6,1.6,,,,,
CATT0435,435,,Nolidae,CA_NOL11,CA_NOL11,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00200,0號針,8.23,6.87,,,,,,,,,1635_IR.jpg,16.4,16.9,16.6,1641_IR.jpg,42.1,44.2,,,,,,
CATT0434,434,,Erebidae,CA_HER26,CA_HER26,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00950,,12.15,9.61,,,,,,,0,1,1587_IR.jpg,15.6,15.9,15.7,1607_IR.jpg,2.2,4.8,3.9,,,,,
CATT0433,433,,Erebidae,CA_LIT33,CA_LIT33,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00200,0號針,8.4,5.73,,,,,,,1,0,1585_IR.jpg,16.2,16.4,16.3,1599_IR.jpg,39.9,43.1,41.5,,,,,
CATT0432,432,,Erebidae,CA_LYM04,CA_LYM06,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00720,,12.51,8.55,,,,,,,1,0,1581_IR.jpg,16.5,17.1,16.7,1597_IR.jpg,38.9,40.8,39.6,,,,,
CATT0431,431,,Pyralidae,CA_PYR05,CA_PYR05,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01200,,12.06,10.45,,,,,,,1,0,1579_IR.jpg,16.3,16.6,16.5,1601_IR.jpg,39.7,43.5,41,,,,,
CATT0430,430,,Erebidae,CA_LIT03,CA_LIT03,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02440,,18.36,11.52,,,,,,,0,1,1577_IR.jpg,16.3,16.4,16.4,1615_IR.jpg,0.5,3,1.5,,,,,
CATT0429,429,,Geometridae,CA_GEO80,CA_GEO80,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01770,,18.64,14.55,,,,,,,0,1,1575_IR.jpg,16.7,16.9,16.8,1589_IR.jpg,2.3,4.4,3.5,,,,,
CATT0428,428,,Erebidae,CA_HER17-2,CA_HER17,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00820,,11.81,10.41,,,,,,,1,0,1573_IR.jpg,15.9,16.1,16,1591_IR.jpg,36.8,42.7,38.7,,,,,
CATT0427,427,,Erebidae,CA_LIT11,CA_LIT11,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00570,,13.07,11.22,,,,,,,0,1,1571_IR.jpg,15.4,15.7,15.6,1611_IR.jpg,-3.4,-1.1,-1.7,,,,,
CATT0426,426,,Noctuidae,CA_NOC04,CA_NOC04,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.07510,,20.07,18.99,,,,,,,1,0,1569_IR.jpg,16.2,16.6,16.3,1613_IR.jpg,36.3,42,39.1,,,,,
CATT0425,425,,Geometridae,CA_GEO14,CA_GEO14,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.04710,,28.28,19.96,,,,,,,1,0,1565_IR.jpg,15.8,16.2,16,1583_IR.jpg,36.3,38.8,37.1,,,,,
CATT0424,424,,Tortricidae,CA_MIC21,CA_MIC21,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00560,,10.11,8.07,,,,,,,0,1,1561_IR.jpg,15.4,15.6,15.5,1595_IR.jpg,2.5,5.1,3.9,,,,,
CATT0423,423,,Erebidae,CA_LIT11,CA_LIT11,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00540,,12.55,11.05,,,,,,,1,0,1553_IR.jpg,15.6,15.8,15.7,1563_IR.jpg,34,40.2,36,,,,,
CATT0422,422,,Erebidae,CA_LIT10,CA_LIT10,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01740,左翅右翅皆破損,,14.39,,,,,,,0,1,1543_IR.jpg,15.4,15.7,15.5,1567_IR.jpg,-2.3,1,-0.1,,,,,
CATT0421,421,,Geometridae,CA_GEO19,CA_GEO19,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02480,,19.14,11.27,,,,,,,1,0,1537_IR.jpg,15.1,15.5,15.3,1557_IR.jpg,36.8,40.4,38.1,,,,,
CATT0420,420,,Geometridae,CA_GEO04,CA_GEO04,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00880,,15.06,10.62,,,,,,,1,0,1535_IR.jpg,15.9,16.3,16.1,1559_IR.jpg,39.3,43.7,42.3,,,,,
CATT0419,419,,Erebidae,CA_LIT01,CA_LIT01,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.10050,,25.51,15.67,,,,,,,0,1,1529_IR.jpg,14.3,15.5,15.2,1549_IR.jpg,1.4,3.1,2.4,,,,,
CATT0418,418,,Erebidae,CA_LIT09,CA_LIT09,,RSimage,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01070,,15.16,9.94,,,,,,,0,1,1527_IR.jpg,15.7,16.1,15.8,1547_IR.jpg,0.7,3.6,2.4,,,,,
CATT0417,417,,Erebidae,CA_LYM19,CA_LYM19,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.07300,,21.24,18.7,,,,,,,0,1,1525_IR.jpg,16.2,16.5,16.3,1539_IR.jpg,2.7,4.7,4.1,,,,,
CATT0416,416,,Erebidae,CA_LIT01,CA_LIT01,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.05130,,21.76,15.81,,,,,,,1,0,1523_IR.jpg,15,15.2,15.1,1555_IR.jpg,34.8,41.2,37.5,,,,,
CATT0415,415,,Erebidae,CA_HER21,CA_HER14,modify,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01130,上標時頭掉，已黏合,12.88,11.25,,,,,,,1,0,1521_IR.jpg,14.7,15,14.9,1541_IR.jpg,39.5,43.7,41.5,,,,,
CATT0414,414,,Lasiocampidae,CA_LAS05,CA_LAS05,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.15180,,27.36,27.6,,,,,,,0,1,1519_IR.jpg,14.7,15.2,14.8,1545_IR.jpg,1,6,3.6,,,,,
CATT0413,413,,Erebidae,CA_HER21,CA_HER21,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01160,,13.63,12.28,,,,,,,0,1,1511_IR.jpg,14.9,15.1,15,1531_IR.jpg,3.3,5,4.4,,,,,
CATT0412,412,,Erebidae,CA_LIT03,CA_LIT03,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02240,,18.77,12.17,,,,,,,0,1,1505_IR.jpg,15,15.3,15.2,1533_IR.jpg,-1.6,4.6,2.2,,,,,
CATT0411,411,,Erebidae,CA_LIT11,CA_LIT11,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00520,進烘前已斷兩截，秤重後黏合,12.66,11.63,,,,,,,0,1,1497_IR.jpg,14,14.2,14.1,1517_IR.jpg,-3.2,2.2,0.4,,,,,
CATT0410,410,,Erebidae,CA_LIT10,CA_LIT10,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01460,,16.68,13.79,,,,,,,1,0,1495_IR.jpg,14.2,14.3,14.2,1509_IR.jpg,33.4,37,34.9,,,,,
CATT0409,409,,Geometridae,CA_GEO103,CA_GEO103,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00400,,12.25,8.64,,,,,,,0,1,1489_IR.jpg,13.5,13.7,13.6,1513_IR.jpg,-2.4,-1.2,-1.8,,,,,
CATT0408,408,,Noctuidae,CA_NOC17-2,CA_NOC17,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02180,,12.69,12.4,,,,,,,0,1,1487_IR.jpg,14,14.4,14.1,1501_IR.jpg,-2,0.6,-0.2,,,,,
CATT0407,407,,Erebidae,CA_HER12,CA_HER12,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00560,,12.16,11.18,,,,,,,1,0,1485_IR.jpg,13.8,14.1,14,1507_IR.jpg,39.1,42.1,40.5,,,,,
CATT0406,406,,Geometridae,CA_GEO50,CA_GEO50,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00910,,15.32,10.08,,,,,,,1,0,1483_IR.jpg,15.1,15.5,15.3,1493_IR.jpg,37.5,41.1,38.3,,,,,
CATT0405,405,,Geometridae,CA_GEO87_2,CA_GEO87,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02150,,17.85,12.83,,,,,,,0,1,1481_IR.jpg,13.9,14.2,14.1,1503_IR.jpg,-1.1,1.6,0.7,,,,,
CATT0404,404,,Geometridae,CA_GEO120,CA_GEO123,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01350,,15.98,11.72,,,,,,,0,1,1479_IR.jpg,12.9,13.3,13.1,1515_IR.jpg,-0.5,1.3,0.7,,,,,
CATT0403,403,,Erebidae,CA_HER01,CA_HER01,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01440,,16.74,12.99,,,,,,,1,0,1477_IR.jpg,14.1,14.3,14.2,1491_IR.jpg,34.8,39.1,37.3,,,,,
CATT0402,402,,Geometridae,CA_CEO-Ourapteryx,,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.04800,,28.13,18.41,,,,,,,1,0,1475_IR.jpg,15.2,15.7,15.4,1499_IR.jpg,36.5,42.4,39.3,,,,,
CATT0401,401,,Erebidae,CA_ERE31,CA_ERE31,,RSimage,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01890,,15.34,13.46,,,,,,,0,1,1455_IR.jpg,16.5,16.8,16.7,1469_IR.jpg,2.5,4.5,3.6,,,,,
CATT0400,400,,Nolidae,CA_NOL08,CA_NOL08,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.06600,,20.24,15.62,,,,,,,1,0,1449_IR.jpg,16.1,16.4,16.2,1473_IR.jpg,37.8,39.9,38.8,,,,,
CATT0399,399,,Erebidae,CA_HER01,CA_HER01,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01410,,17.61,14.4,,,,,,,0,1,1447_IR.jpg,16.4,17.3,16.9,1471_IR.jpg,4,6.4,5.1,,,,,
CATT0398,398,,Tortricidae,CA_MIC21,CA_MIC21,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00620,,10.62,7.96,,,,,,,1,0,1445_IR.jpg,15.7,15.9,15.8,1459_IR.jpg,39.3,43.6,40.9,,,,,
CATT0397,397,,Geometridae,CA_GEO80,CA_GEO80,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01760,,17.88,13.88,,,,,,,1,0,1441_IR.jpg,16.6,16.8,16.7,1457_IR.jpg,40.1,42.2,40.8,,,,,
